Vehicle_ID,Customer_ID,Registration_Number,RTO,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Manufacturing_Year,Vehicle_Age,IDV
VEH10734,CUST10563,JK02UX4365,JK02,Tata,Nexon,SUV,Petrol,1199,2020,6,402190
VEH10735,CUST10564,JK02VY6698,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2023,3,535301
VEH10736,CUST10565,JK02NS5617,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2,624232
VEH10737,CUST10566,JK02JP8203,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2019,7,317926
VEH10738,CUST10567,JK02FF2848,JK02,Renault,Kiger,SUV,Petrol,999,2018,8,232683
VEH10739,CUST10567,JK02MJ5723,JK02,Hyundai,Venue,SUV,Petrol,1197,2021,5,393121
VEH10740,CUST10568,JK02LT8273,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2024,2,401881
VEH10741,CUST10569,JK06XU7020,JK06,Hyundai,Creta,SUV,Diesel,1497,2024,2,1283794
VEH10742,CUST10569,JK06NR2953,JK06,Maruti Suzuki,Brezza,SUV,CNG,1462,2024,2,851519
VEH10743,CUST10569,JK06TX3764,JK06,Tata,Nexon,SUV,Petrol,1199,2025,1,896818
VEH10744,CUST10570,JK02DV9177,JK02,Kia,Sonet,SUV,Diesel,1197,2023,3,1045128
VEH10745,CUST10571,JK02JR7626,JK02,Tata,Tiago,Hatchback,CNG,1199,2011,15,131816
VEH10746,CUST10571,JK02DM4781,JK02,Mahindra,Scorpio-N,SUV,Petrol,2198,2020,6,703050
VEH10747,CUST10572,JK04MA3934,JK04,Maruti Suzuki,Swift,Hatchback,CNG,1197,2022,4,288046
VEH10748,CUST10573,JK02RN9064,JK02,Tata,Nexon,SUV,Petrol,1199,2017,9,302346
VEH10749,CUST10574,JK02OV9856,JK02,Hyundai,i20,Hatchback,Petrol,1197,2021,5,362828
VEH10750,CUST10575,JK02IJ8531,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025,1,843075
VEH10751,CUST10575,JK02XE8056,JK02,Tata,Altroz,Hatchback,CNG,1199,2024,2,643192
VEH10752,CUST10576,JK02RR8697,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2022,4,579388
VEH10753,CUST10577,JK02QJ5660,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2023,3,706700
VEH10754,CUST10578,JK20VP6591,JK20,Kia,Sonet,SUV,Diesel,1197,2022,4,637144
VEH10755,CUST10579,JK12RG6113,JK12,Hyundai,Creta,SUV,Petrol,1497,2020,6,548875
VEH10756,CUST10579,JK12AI8551,JK12,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2019,7,319128
VEH10757,CUST10579,JK12GS1364,JK12,Hyundai,Verna,Sedan,Petrol,1497,2011,15,349514
VEH10758,CUST10579,JK12VC4373,JK12,Hyundai,Creta,SUV,Diesel,1497,2023,3,752304
VEH10759,CUST10580,JK02FQ2234,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2016,10,212664
VEH10760,CUST10581,JK02UQ2506,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2019,7,404122
VEH10761,CUST10582,JK14LJ2256,JK14,Maruti Suzuki,Brezza,SUV,CNG,1462,2019,7,385830
VEH10762,CUST10583,JK02FK9443,JK02,Hyundai,i20,Hatchback,Petrol,1197,2022,4,577105
VEH10763,CUST10583,JK02OF8656,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023,3,557765
VEH10764,CUST10584,JK02JD3465,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2018,8,254894
VEH10765,CUST10585,JK02QV5373,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2017,9,641342
VEH10766,CUST10586,JK08CE5023,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017,9,223005
VEH10767,CUST10587,JK04QA3610,JK04,Renault,Kiger,SUV,Petrol,999,2023,3,514831
VEH10768,CUST10588,JK20QB8960,JK20,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2018,8,190401
VEH10769,CUST10588,JK20WX7668,JK20,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2015,11,139521
VEH10770,CUST10589,JK02GO9196,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2014,12,405141
VEH10771,CUST10589,JK02PU6134,JK02,Toyota,Innova Hycross,MPV,Hybrid,1987,2023,3,1886358
VEH10772,CUST10590,JK06EZ8200,JK06,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022,4,394253
VEH10773,CUST10590,JK06IL5036,JK06,Hyundai,Creta,SUV,Petrol,1497,2013,13,320157
VEH10774,CUST10591,JK08AZ1570,JK08,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,10,178029
VEH10775,CUST10592,JK02OI6945,JK02,Tata,Altroz,Hatchback,CNG,1199,2015,11,165997
VEH10776,CUST10592,JK02WK7438,JK02,Hyundai,Venue,SUV,Diesel,1197,2014,12,253876
VEH10777,CUST10593,JK02HW3625,JK02,Kia,Seltos,SUV,Diesel,1497,2015,11,463012
VEH10778,CUST10594,JK08VY8718,JK08,Maruti Suzuki,Swift,Hatchback,CNG,1197,2018,8,271640
VEH10779,CUST10594,JK08VS9295,JK08,Hyundai,Creta,SUV,Diesel,1497,2025,1,1301659
VEH10780,CUST10595,JK19LA1853,JK19,Tata,Altroz,Hatchback,Petrol,1199,2020,6,418672
VEH10781,CUST10596,JK02KQ6140,JK02,Tata,Nexon,SUV,Petrol,1199,2020,6,389469
VEH10782,CUST10597,JK02WR6233,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2022,4,824005
VEH10783,CUST10598,JK11UF7791,JK11,Tata,Altroz,Hatchback,Diesel,1199,2023,3,558476
VEH10784,CUST10599,JK02AA4747,JK02,Toyota,Innova Hycross,MPV,Hybrid,1987,2015,11,653948
VEH10785,CUST10599,JK02BQ5262,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2024,2,471354
VEH10786,CUST10600,JK20UY9096,JK20,Maruti Suzuki,Brezza,SUV,Petrol,1462,2024,2,639920
VEH10787,CUST10600,JK20HM3133,JK20,Honda,Amaze,Sedan,Petrol,1199,2022,4,548769
VEH10788,CUST10601,JK02RK7693,JK02,Kia,Carens,MPV,Petrol,1497,2017,9,512573
VEH10789,CUST10602,JK08XJ8506,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2025,1,654361
VEH10790,CUST10602,JK08RS7935,JK08,Toyota,Glanza,Hatchback,CNG,1197,2018,8,223405
VEH10791,CUST10602,JK08BY8715,JK08,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2015,11,100702
VEH10792,CUST10603,JK02ZR3166,JK02,Tata,Altroz,Hatchback,CNG,1199,2012,14,155390
VEH10793,CUST10604,JK02YW3161,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2025,1,658189
VEH10794,CUST10605,JK02MZ5603,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2018,8,226916
VEH10795,CUST10606,JK02NL3703,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023,3,300514
VEH10796,CUST10606,JK02BD4766,JK02,Tata,Tiago,Hatchback,CNG,1199,2024,2,469145
VEH10797,CUST10607,JK04ZY1668,JK04,Hyundai,Creta,SUV,Diesel,1497,2022,4,827997
VEH10798,CUST10608,JK02DC5654,JK02,Kia,Seltos,SUV,Petrol,1497,2024,2,1653520
VEH10799,CUST10609,JK02FZ1067,JK02,Tata,Harrier,SUV,Diesel,1956,2021,5,1136646
VEH10800,CUST10609,JK02TR6384,JK02,Honda,City,Sedan,Petrol,1498,2025,1,1116318
VEH10801,CUST10610,JK02VD2328,JK02,Honda,City,Sedan,Petrol,1498,2022,4,825666
VEH10802,CUST10611,JK02IB8423,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023,3,357571
VEH10803,CUST10612,JK20IB2158,JK20,Kia,Sonet,SUV,Diesel,1197,2021,5,398523
VEH10804,CUST10612,JK20GU7535,JK20,Hyundai,Venue,SUV,Petrol,1197,2025,1,740226
VEH10805,CUST10613,JK02DM8083,JK02,Hyundai,Venue,SUV,Diesel,1197,2018,8,466490
VEH10806,CUST10614,JK02NM7358,JK02,Tata,Altroz,Hatchback,CNG,1199,2022,4,548850
VEH10807,CUST10615,JK02PL7979,JK02,Mahindra,Thar,SUV,Diesel,2184,2025,1,1433134
VEH10808,CUST10616,JK02YN9596,JK02,Tata,Punch,SUV,CNG,1199,2025,1,704905
VEH10809,CUST10617,JK02DD5921,JK02,Kia,Sonet,SUV,Diesel,1197,2016,10,252458
VEH10810,CUST10618,JK02NN7766,JK02,Tata,Nexon,SUV,Diesel,1199,2025,1,911815
VEH10811,CUST10619,JK02CR3941,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017,9,127118
VEH10812,CUST10620,JK08IS8371,JK08,Toyota,Fortuner,SUV,Petrol,2755,2020,6,1994246
VEH10813,CUST10621,JK08FC5248,JK08,Toyota,Innova Hycross,MPV,Petrol,1987,2016,10,777435
VEH10814,CUST10621,JK08KA8817,JK08,Hyundai,Creta,SUV,Diesel,1497,2022,4,953799
VEH10815,CUST10621,JK08SH6910,JK08,Renault,Triber,MPV,Petrol,999,2019,7,388745
VEH10816,CUST10622,JK11EV4083,JK11,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2016,10,163060
VEH10817,CUST10623,JK02VW9824,JK02,Tata,Tiago,Hatchback,CNG,1199,2024,2,554374
VEH10818,CUST10624,JK12ED8295,JK12,Hyundai,Creta,SUV,Diesel,1497,2013,13,230145
VEH10819,CUST10625,JK02HV7418,JK02,Tata,Punch,SUV,Petrol,1199,2025,1,555751
VEH10820,CUST10625,JK02ZW5764,JK02,Tata,Tiago,Hatchback,CNG,1199,2025,1,599127
VEH10821,CUST10626,JK02GB1311,JK02,Mahindra,XUV700,SUV,Diesel,1999,2022,4,1776156
VEH10822,CUST10627,JK02XD6681,JK02,Toyota,Glanza,Hatchback,CNG,1197,2022,4,366544
VEH10823,CUST10628,JK02IG4599,JK02,Mahindra,XUV700,SUV,Diesel,1999,2020,6,1378212
VEH10824,CUST10629,JK06DH7395,JK06,Mahindra,XUV700,SUV,Diesel,1999,2013,13,867318
VEH10825,CUST10629,JK06QH2412,JK06,Hyundai,Venue,SUV,Petrol,1197,2019,7,352683
VEH10826,CUST10630,JK02UY9089,JK02,Tata,Nexon,SUV,Petrol,1199,2023,3,898715
VEH10827,CUST10631,JK12JE9248,JK12,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2025,1,448009
VEH10828,CUST10632,JK02OM6575,JK02,Tata,Nexon,SUV,Petrol,1199,2017,9,385224
VEH10829,CUST10633,JK02SY8173,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2017,9,136655
VEH10830,CUST10634,JK02VB2727,JK02,Tata,Nexon,SUV,Petrol,1199,2024,2,732290
VEH10831,CUST10634,JK02SS9288,JK02,Honda,City,Sedan,Petrol,1498,2021,5,530895
VEH10832,CUST10635,JK14DF7811,JK14,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2018,8,220015
VEH10833,CUST10636,JK08NC7101,JK08,Hyundai,i20,Hatchback,Petrol,1197,2019,7,275632
VEH10834,CUST10636,JK08DT7909,JK08,Tata,Punch,SUV,Petrol,1199,2017,9,306107
VEH10835,CUST10637,JK02YN6927,JK02,Honda,Amaze,Sedan,Petrol,1199,2014,12,169082
VEH10836,CUST10638,JK02YC6157,JK02,Mahindra,Bolero,SUV,Diesel,1493,2022,4,556546
VEH10837,CUST10639,JK08XB9516,JK08,Mahindra,Scorpio Classic,SUV,Diesel,2184,2012,14,380382
VEH10838,CUST10640,JK02SI6638,JK02,Mahindra,Thar,SUV,Diesel,2184,2025,1,1822346
VEH10839,CUST10640,JK02SL4360,JK02,Hyundai,Venue,SUV,Diesel,1197,2015,11,265505
VEH10840,CUST10641,JK02UW2380,JK02,Kia,Sonet,SUV,Diesel,1197,2025,1,942596
VEH10841,CUST10641,JK02NO4501,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2025,1,1399661
VEH10842,CUST10642,JK02AU5238,JK02,Tata,Nexon,SUV,Diesel,1199,2024,2,914624
VEH10843,CUST10643,JK20VG9314,JK20,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023,3,557658
VEH10844,CUST10643,JK20LO1085,JK20,Tata,Nexon,SUV,Petrol,1199,2022,4,785907
VEH10845,CUST10643,JK20VG5902,JK20,Tata,Harrier,SUV,Diesel,1956,2023,3,1534415
VEH10846,CUST10644,JK08NF6919,JK08,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2022,4,433862
VEH10847,CUST10645,JK02BX8802,JK02,Hyundai,Creta,SUV,Petrol,1497,2024,2,1029786
VEH10848,CUST10646,JK02WP7937,JK02,Hyundai,Verna,Sedan,Petrol,1497,2010,16,309293
VEH10849,CUST10647,JK02ML9408,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2016,10,216025
VEH10850,CUST10647,JK02AE7051,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2014,12,253852
VEH10851,CUST10648,JK02OB3511,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2024,2,437059
VEH10852,CUST10648,JK02AD7910,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2025,1,991203
VEH10853,CUST10649,JK14AO2106,JK14,Maruti Suzuki,Brezza,SUV,CNG,1462,2016,10,238068
VEH10854,CUST10650,JK02UM3175,JK02,Tata,Altroz,Hatchback,CNG,1199,2018,8,326790
VEH10855,CUST10651,JK02DS2463,JK02,Hyundai,Verna,Sedan,Petrol,1497,2017,9,361813
VEH10856,CUST10652,JK12YX5544,JK12,Hyundai,Creta,SUV,Petrol,1497,2020,6,738702
VEH10857,CUST10653,JK20OD2395,JK20,Tata,Altroz,Hatchback,CNG,1199,2024,2,707261
VEH10858,CUST10654,JK02TN1305,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2,407957
VEH10859,CUST10655,JK04CN6249,JK04,Maruti Suzuki,Brezza,SUV,Petrol,1462,2022,4,574603
VEH10860,CUST10656,JK02EA9649,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,3,523406
VEH10861,CUST10656,JK02OH3992,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023,3,336601
VEH10862,CUST10657,JK02BY3973,JK02,Hyundai,Venue,SUV,Petrol,1197,2025,1,860625
VEH10863,CUST10658,JK02XG2981,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025,1,930183
VEH10864,CUST10659,JK02YH6215,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2022,4,440590
VEH10865,CUST10660,JK02XA2663,JK02,Hyundai,Venue,SUV,Petrol,1197,2023,3,713586
VEH10866,CUST10661,JK02UD9854,JK02,Hyundai,Venue,SUV,Petrol,1197,2011,15,315911
VEH10867,CUST10662,JK02LA8612,JK02,Renault,Triber,MPV,Petrol,999,2013,13,223097
VEH10868,CUST10662,JK02BX5477,JK02,Renault,Kwid,Hatchback,Petrol,999,2020,6,217909
VEH10869,CUST10662,JK02PN1745,JK02,Kia,Seltos,SUV,Petrol,1497,2024,2,1304387
VEH10870,CUST10663,JK08SZ8077,JK08,Mahindra,Scorpio Classic,SUV,Diesel,2184,2024,2,1452187
VEH10871,CUST10664,JK02HR6269,JK02,Tata,Tiago,Hatchback,CNG,1199,2023,3,535021
VEH10872,CUST10664,JK02QA8807,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2025,1,724787
VEH10873,CUST10665,JK02TN2270,JK02,Tata,Tiago,Hatchback,CNG,1199,2021,5,401225
VEH10874,CUST10666,JK02VJ3903,JK02,Renault,Kiger,SUV,Petrol,999,2016,10,166353
VEH10875,CUST10667,JK02AT5606,JK02,Honda,Amaze,Sedan,Petrol,1199,2019,7,280162
VEH10876,CUST10668,JK02VF9090,JK02,Tata,Altroz,Hatchback,Petrol,1199,2012,14,186799
VEH10877,CUST10669,JK02FF7489,JK02,Mahindra,Bolero,SUV,Diesel,1493,2024,2,798698
VEH10878,CUST10670,JK02RO3875,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2025,1,757438
VEH10879,CUST10671,JK02WS5494,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2,690659
VEH10880,CUST10672,JK02WA7997,JK02,Tata,Harrier,SUV,Diesel,1956,2020,6,934820
VEH10881,CUST10673,JK02DN9119,JK02,Renault,Kiger,SUV,Petrol,999,2023,3,744356
VEH10882,CUST10674,JK02NI7420,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2024,2,929140
VEH10883,CUST10675,JK02ZL2219,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2015,11,146558
VEH10884,CUST10676,JK02AL1393,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2020,6,239078
VEH10885,CUST10677,JK02VV9514,JK02,Hyundai,i20,Hatchback,Petrol,1197,2017,9,272014
VEH10886,CUST10678,JK14QP2401,JK14,Hyundai,Creta,SUV,Petrol,1497,2012,14,323931
VEH10887,CUST10679,JK02UB8240,JK02,Kia,Seltos,SUV,Diesel,1497,2025,1,967276
VEH10888,CUST10680,JK02HJ2570,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2020,6,234997
VEH10889,CUST10681,JK02AJ8014,JK02,Kia,Carens,MPV,Petrol,1497,2016,10,453056
VEH10890,CUST10681,JK02LI4153,JK02,Tata,Nexon,SUV,Petrol,1199,2025,1,1125473
VEH10891,CUST10682,JK02XD9337,JK02,Tata,Punch,SUV,CNG,1199,2023,3,596673
VEH10892,CUST10683,JK11DB3091,JK11,Hyundai,Venue,SUV,Diesel,1197,2023,3,866635
VEH10893,CUST10684,JK02PO3385,JK02,Mahindra,Thar,SUV,Diesel,2184,2024,2,1466108
VEH10894,CUST10684,JK02ZN3369,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2025,1,485588
VEH10895,CUST10684,JK02QF2120,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023,3,604985
VEH10896,CUST10685,JK02WO6499,JK02,Hyundai,i20,Hatchback,Petrol,1197,2020,6,302530
VEH10897,CUST10686,JK02MX4654,JK02,Hyundai,Creta,SUV,Diesel,1497,2019,7,621690
VEH10898,CUST10687,JK02UJ7558,JK02,Hyundai,i20,Hatchback,Petrol,1197,2024,2,552176
VEH10899,CUST10688,JK02DL6896,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2025,1,428737
VEH10900,CUST10689,JK02SI5029,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024,2,353852
VEH10901,CUST10690,JK02VD2818,JK02,Honda,City,Sedan,Petrol,1498,2023,3,853923
VEH10902,CUST10690,JK02VR9633,JK02,Hyundai,i20,Hatchback,Petrol,1197,2012,14,240132
VEH10903,CUST10691,JK04UE7196,JK04,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2019,7,325734
VEH10904,CUST10692,JK02TP9773,JK02,Tata,Nexon,SUV,Petrol,1199,2023,3,730518
VEH10905,CUST10693,JK08WW9011,JK08,Tata,Altroz,Hatchback,Petrol,1199,2024,2,677412
VEH10906,CUST10694,JK02NT9342,JK02,Tata,Punch,SUV,CNG,1199,2022,4,416307
VEH10907,CUST10694,JK02NM9106,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,4,410730
VEH10908,CUST10695,JK02FX8406,JK02,Tata,Nexon,SUV,Diesel,1199,2016,10,232303
VEH10909,CUST10695,JK02OY7129,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2023,3,539298
VEH10910,CUST10696,JK02FB9392,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2020,6,263939
VEH10911,CUST10697,JK11IJ3942,JK11,Hyundai,Verna,Sedan,Petrol,1497,2022,4,886021
VEH10912,CUST10698,JK02VN2280,JK02,Toyota,Fortuner,SUV,Diesel,2755,2017,9,1023827
VEH10913,CUST10699,JK12IR5096,JK12,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023,3,419965
VEH10914,CUST10700,JK02TX1139,JK02,Renault,Triber,MPV,Petrol,999,2018,8,343394
VEH10915,CUST10701,JK02VT1194,JK02,Renault,Kiger,SUV,Petrol,999,2022,4,632251
VEH10916,CUST10702,JK02MN8679,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2018,8,237511
VEH10917,CUST10703,JK08LY7843,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2024,2,634228
VEH10918,CUST10703,JK08PD1158,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2021,5,339082
VEH10919,CUST10704,JK08TR5909,JK08,Hyundai,Verna,Sedan,Petrol,1497,2023,3,976603
VEH10920,CUST10705,JK02ZZ7404,JK02,Honda,City,Sedan,Petrol,1498,2012,14,327402
VEH10921,CUST10705,JK02EC8397,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2020,6,336998
VEH10922,CUST10706,JK02AR9005,JK02,Tata,Punch,SUV,Petrol,1199,2025,1,540968
VEH10923,CUST10707,JK02GR2146,JK02,Hyundai,Venue,SUV,Diesel,1197,2022,4,746231
VEH10924,CUST10707,JK02WK3572,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2011,15,157813
VEH10925,CUST10708,JK02YW3128,JK02,Mahindra,XUV700,SUV,Diesel,1999,2016,10,676597
VEH10926,CUST10709,JK06PY4325,JK06,Tata,Punch,SUV,CNG,1199,2021,5,372205
VEH10927,CUST10709,JK06LV5044,JK06,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2021,5,370639
VEH10928,CUST10710,JK02HW8476,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2023,3,423530
VEH10929,CUST10711,JK02KE8079,JK02,Kia,Seltos,SUV,Petrol,1497,2022,4,1315483
VEH10930,CUST10712,JK02GW5485,JK02,Mahindra,Scorpio-N,SUV,Diesel,2198,2016,10,409993
VEH10931,CUST10713,JK02XK2986,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2010,16,473022
VEH10932,CUST10714,JK02KE4397,JK02,Mahindra,Thar,SUV,Diesel,2184,2021,5,614007
VEH10933,CUST10715,JK02JT4185,JK02,Mahindra,XUV700,SUV,Petrol,1999,2022,4,1395334
VEH10934,CUST10716,JK02RM8558,JK02,Honda,Amaze,Sedan,Petrol,1199,2025,1,828003
VEH10935,CUST10717,JK04VE1295,JK04,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2020,6,226897
VEH10936,CUST10717,JK04ER1183,JK04,Maruti Suzuki,Brezza,SUV,Petrol,1462,2019,7,372412
VEH10937,CUST10717,JK04SX9721,JK04,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2,666249
VEH10938,CUST10718,JK04KI1858,JK04,Tata,Nexon,SUV,Petrol,1199,2020,6,493077
VEH10939,CUST10718,JK04JG2497,JK04,Mahindra,Scorpio Classic,SUV,Diesel,2184,2025,1,947976
VEH10940,CUST10719,JK02FW3750,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2018,8,216277
VEH10941,CUST10720,JK02OE4393,JK02,Kia,Sonet,SUV,Diesel,1197,2014,12,287166
VEH10942,CUST10721,JK02IA6181,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2025,1,501950
VEH10943,CUST10722,JK08QJ2103,JK08,Tata,Altroz,Hatchback,Diesel,1199,2015,11,189522
VEH10944,CUST10723,JK08SU3809,JK08,Hyundai,Creta,SUV,Petrol,1497,2023,3,1070304
VEH10945,CUST10724,JK19RZ3177,JK19,Tata,Tiago,Hatchback,CNG,1199,2023,3,559559
VEH10946,CUST10725,JK02JQ4808,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2021,5,410976
VEH10947,CUST10726,JK08IT4990,JK08,Mahindra,Scorpio-N,SUV,Petrol,2198,2020,6,804813
VEH10948,CUST10727,JK02JQ4900,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2014,12,221895
VEH10949,CUST10728,JK02QT9533,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2017,9,206928
VEH10950,CUST10728,JK02FT6615,JK02,Kia,Seltos,SUV,Petrol,1497,2024,2,1216641
VEH10951,CUST10729,JK06PJ6269,JK06,Mahindra,Scorpio Classic,SUV,Diesel,2184,2024,2,934204
VEH10952,CUST10729,JK06YB3318,JK06,Toyota,Innova Crysta,MPV,Diesel,2393,2014,12,448108
VEH10953,CUST10730,JK02GC8652,JK02,Tata,Punch,SUV,Petrol,1199,2023,3,509887
VEH10954,CUST10731,JK02HL4299,JK02,Tata,Altroz,Hatchback,Diesel,1199,2023,3,449365
VEH10955,CUST10732,JK02EL9278,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2020,6,494382
VEH10956,CUST10732,JK02AJ2363,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2018,8,354216
VEH10957,CUST10732,JK02GM8431,JK02,Hyundai,Venue,SUV,Diesel,1197,2023,3,542803
VEH10958,CUST10733,JK14EE1210,JK14,Mahindra,Scorpio Classic,SUV,Diesel,2184,2016,10,403831
VEH10959,CUST10734,JK20ZJ9020,JK20,Hyundai,Verna,Sedan,Petrol,1497,2023,3,860050
VEH10960,CUST10735,JK04KO4182,JK04,Renault,Kwid,Hatchback,Petrol,999,2018,8,168964
VEH10961,CUST10735,JK04QJ1945,JK04,Hyundai,Verna,Sedan,Petrol,1497,2019,7,423511
VEH10962,CUST10736,JK04QR3422,JK04,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023,3,494951
VEH10963,CUST10737,JK02AU7297,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022,4,463117
VEH10964,CUST10738,JK02VG5951,JK02,Toyota,Innova Hycross,MPV,Hybrid,1987,2021,5,1714549
VEH10965,CUST10738,JK02TY2456,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2024,2,901511
VEH10966,CUST10739,JK02SA3759,JK02,Mahindra,XUV700,SUV,Petrol,1999,2017,9,600945
VEH10967,CUST10740,JK02KH8060,JK02,Mahindra,Bolero,SUV,Diesel,1493,2024,2,638181
VEH10968,CUST10741,JK02NC4482,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2,714536
VEH10969,CUST10742,JK08ZW8220,JK08,Mahindra,Thar,SUV,Petrol,2184,2020,6,949744
VEH10970,CUST10743,JK02JH6605,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2025,1,552971
VEH10971,CUST10744,JK20BT1118,JK20,Mahindra,Scorpio-N,SUV,Petrol,2198,2019,7,681236
VEH10972,CUST10745,JK17PZ5355,JK17,Kia,Sonet,SUV,Diesel,1197,2014,12,373419
VEH10973,CUST10746,JK02RI6164,JK02,Hyundai,i20,Hatchback,Petrol,1197,2017,9,254607
VEH10974,CUST10747,JK04WU1050,JK04,Tata,Altroz,Hatchback,CNG,1199,2022,4,486397
VEH10975,CUST10748,JK12AD9693,JK12,Toyota,Innova Hycross,MPV,Petrol,1987,2023,3,2080857
VEH10976,CUST10749,JK02NR1051,JK02,Mahindra,XUV700,SUV,Diesel,1999,2011,15,458719
VEH10977,CUST10750,JK20RG8938,JK20,Toyota,Fortuner,SUV,Diesel,2755,2022,4,2676610
VEH10978,CUST10751,JK02ZW2645,JK02,Honda,Amaze,Sedan,Petrol,1199,2018,8,321416
VEH10979,CUST10752,JK02DU5937,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017,9,146432
