Policy_Number,RID,RED,IDV,Policy_Tenure,Policy_Term,Total_Claim_Amount,Claim_Count,NCB,Premium,Customer_Area,District,RTO,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Manufacturing_Year,Vehicle_First_Registration_Date,Vehicle_Age,Channel_Type,Portfolio_Size,Year_Onboarded,Renewed
POL10911,2025-10-13,2026-10-12,449922,1,365,0.0,1,0,14847.43,Janipur,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2025-07-21,2,Prime Broker,300,2024-11-20,0
POL10912,2024-01-13,2025-01-11,370094,1,365,0.0,0,0,11102.82,Janipur,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2020,2021-03-07,6,Prime Broker,346,2020-10-17,1
POL10912,2025-01-12,2026-01-11,370094,2,365,0.0,0,20,8882.26,Janipur,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2020,2021-03-07,6,Prime Broker,346,2020-10-17,1
POL10912,2026-01-12,2027-01-11,370094,3,365,31951.05,1,25,9159.83,Janipur,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2020,2021-03-07,6,Prime Broker,346,2020-10-17,0
POL10913,2024-07-14,2025-07-13,961620,1,365,0.0,0,0,28848.6,Kathua,Kathua,JK04,Hyundai,Venue,SUV,Diesel,1197,2023,2024-05-26,3,Prime Broker,212,2021-11-20,1
POL10913,2025-07-14,2026-07-13,961620,2,365,0.0,0,20,23078.88,Kathua,Kathua,JK04,Hyundai,Venue,SUV,Diesel,1197,2023,2024-05-26,3,Prime Broker,212,2021-11-20,0
POL10914,2025-11-28,2026-11-27,1621607,1,365,0.0,0,0,48648.21,Kathua,Kathua,JK04,Kia,Seltos,SUV,Petrol,1497,2025,2025-10-29,1,Prime Broker,171,2021-01-12,0
POL10915,2024-12-18,2025-12-17,270309,1,365,19488.23,0,0,8109.27,Gandhi Nagar,Jammu,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2016,2017-06-26,10,Agency,229,2022-08-03,1
POL10915,2025-12-18,2026-12-17,270309,2,365,0.0,0,20,6487.42,Gandhi Nagar,Jammu,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2016,2017-06-26,10,Agency,229,2022-08-03,0
POL10916,2025-11-29,2026-11-28,407197,1,365,0.0,2,0,14659.09,Gandhi Nagar,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2023,2024-05-08,3,Bancassurance,655,2025-06-04,0
POL10917,2025-09-05,2026-09-04,331105,1,365,0.0,0,0,9933.15,Satwari,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,2023-07-30,4,Agency,212,2024-10-26,0
POL10918,2024-04-22,2025-04-21,771082,1,365,0.0,1,0,25445.71,Bahu Plaza,Jammu,JK02,Mahindra,Thar,SUV,Petrol,2184,2019,2020-03-09,7,Prime Broker,335,2019-07-21,1
POL10918,2025-04-22,2026-04-21,771082,2,365,0.0,0,0,23132.46,Bahu Plaza,Jammu,JK02,Mahindra,Thar,SUV,Petrol,2184,2019,2020-03-09,7,Prime Broker,335,2019-07-21,1
POL10918,2026-04-22,2027-04-21,771082,3,365,0.0,0,20,18505.97,Bahu Plaza,Jammu,JK02,Mahindra,Thar,SUV,Petrol,2184,2019,2020-03-09,7,Prime Broker,335,2019-07-21,0
POL10919,2022-12-30,2023-12-29,555529,1,365,32773.58,0,0,16665.87,Bari Brahmana,Samba,JK08,Hyundai,Creta,SUV,Petrol,1497,2021,2022-04-13,5,Prime Broker,267,2021-03-04,1
POL10919,2023-12-30,2024-12-28,555529,2,365,0.0,0,20,13332.7,Bari Brahmana,Samba,JK08,Hyundai,Creta,SUV,Petrol,1497,2021,2022-04-13,5,Prime Broker,267,2021-03-04,1
POL10919,2024-12-29,2025-12-28,555529,3,365,0.0,0,25,12499.4,Bari Brahmana,Samba,JK08,Hyundai,Creta,SUV,Petrol,1497,2021,2022-04-13,5,Prime Broker,267,2021-03-04,1
POL10919,2025-12-29,2026-12-28,555529,4,365,0.0,0,35,10832.82,Bari Brahmana,Samba,JK08,Hyundai,Creta,SUV,Petrol,1497,2021,2022-04-13,5,Prime Broker,267,2021-03-04,0
POL10920,2021-06-12,2022-06-11,217678,1,365,0.0,0,0,6530.34,Samba,Samba,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2012,2013-09-21,14,Prime Broker,367,2019-11-25,1
POL10920,2022-06-12,2023-06-11,217678,2,365,0.0,0,20,5224.27,Samba,Samba,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2012,2013-09-21,14,Prime Broker,367,2019-11-25,1
POL10920,2023-06-12,2024-06-10,217678,3,365,0.0,0,25,4897.76,Samba,Samba,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2012,2013-09-21,14,Prime Broker,367,2019-11-25,1
POL10920,2024-06-11,2025-06-10,217678,4,365,0.0,0,35,4244.72,Samba,Samba,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2012,2013-09-21,14,Prime Broker,367,2019-11-25,1
POL10920,2025-06-11,2026-06-10,217678,5,365,0.0,0,45,3591.69,Samba,Samba,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2012,2013-09-21,14,Prime Broker,367,2019-11-25,1
POL10920,2026-06-11,2027-06-10,217678,6,365,0.0,0,50,3265.17,Samba,Samba,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2012,2013-09-21,14,Prime Broker,367,2019-11-25,0
POL10921,2025-06-04,2026-06-03,243392,1,365,0.0,0,0,7301.76,Banihal,Ramban,JK19,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020,2021-02-10,6,Prime Broker,468,2022-07-19,1
POL10921,2026-06-04,2027-06-03,243392,2,365,0.0,0,20,5841.41,Banihal,Ramban,JK19,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2020,2021-02-10,6,Prime Broker,468,2022-07-19,0
POL10922,2025-04-07,2026-04-06,565232,1,365,0.0,1,0,18652.66,Banihal,Ramban,JK19,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024,2024-03-10,2,Prime Broker,564,2023-10-25,1
POL10922,2026-04-07,2027-04-06,565232,2,365,0.0,0,0,16956.96,Banihal,Ramban,JK19,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024,2024-03-10,2,Prime Broker,564,2023-10-25,0
POL10923,2018-07-25,2019-07-24,146934,1,365,0.0,0,0,4408.02,Shastri Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2012,2013-04-11,14,POSP,98,2017-11-17,1
POL10923,2019-07-25,2020-07-23,146934,2,365,50365.17,1,20,3879.06,Shastri Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2012,2013-04-11,14,POSP,98,2017-11-17,1
POL10923,2020-07-24,2021-07-23,146934,3,365,0.0,0,0,4408.02,Shastri Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2012,2013-04-11,14,POSP,98,2017-11-17,1
POL10923,2021-07-24,2022-07-23,146934,4,365,0.0,0,20,3526.42,Shastri Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2012,2013-04-11,14,POSP,98,2017-11-17,1
POL10923,2022-07-24,2023-07-23,146934,5,365,0.0,0,25,3306.01,Shastri Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2012,2013-04-11,14,POSP,98,2017-11-17,1
POL10923,2023-07-24,2024-07-22,146934,6,365,40517.91,0,35,2865.21,Shastri Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2012,2013-04-11,14,POSP,98,2017-11-17,1
POL10923,2024-07-23,2025-07-22,146934,7,365,0.0,1,45,2666.85,Shastri Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2012,2013-04-11,14,POSP,98,2017-11-17,1
POL10923,2025-07-23,2026-07-22,146934,8,365,12453.05,1,0,4848.82,Shastri Nagar,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2012,2013-04-11,14,POSP,98,2017-11-17,0
POL10924,2025-06-07,2026-06-06,675069,1,365,0.0,0,0,20252.07,Vijaypur,Samba,JK08,Maruti Suzuki,Brezza,SUV,Petrol,1462,2024,2024-12-01,2,Agency,249,2022-07-11,1
POL10924,2026-06-07,2027-06-06,675069,2,365,0.0,0,20,16201.66,Vijaypur,Samba,JK08,Maruti Suzuki,Brezza,SUV,Petrol,1462,2024,2024-12-01,2,Agency,249,2022-07-11,0
POL10925,2025-04-03,2026-04-02,404075,1,365,0.0,1,0,13334.48,Gandhi Nagar,Jammu,JK02,Tata,Punch,SUV,CNG,1199,2022,2023-02-19,4,Agency,273,2024-10-27,1
POL10925,2026-04-03,2027-04-02,404075,2,365,0.0,0,0,12122.25,Gandhi Nagar,Jammu,JK02,Tata,Punch,SUV,CNG,1199,2022,2023-02-19,4,Agency,273,2024-10-27,0
POL10926,2025-06-10,2026-06-09,274884,1,365,0.0,0,0,8246.52,Jewel Chowk,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2018,2018-08-10,8,Prime Broker,345,2021-08-02,1
POL10926,2026-06-10,2027-06-09,274884,2,365,0.0,0,20,6597.22,Jewel Chowk,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2018,2018-08-10,8,Prime Broker,345,2021-08-02,0
POL10927,2023-10-27,2024-10-25,431684,1,365,0.0,0,0,12950.52,Jewel Chowk,Jammu,JK02,Toyota,Glanza,Hatchback,CNG,1197,2020,2020-06-22,6,Prime Broker,289,2022-01-13,1
POL10927,2024-10-26,2025-10-25,431684,2,365,0.0,0,20,10360.42,Jewel Chowk,Jammu,JK02,Toyota,Glanza,Hatchback,CNG,1197,2020,2020-06-22,6,Prime Broker,289,2022-01-13,1
POL10927,2025-10-26,2026-10-25,431684,3,365,0.0,0,25,9712.89,Jewel Chowk,Jammu,JK02,Toyota,Glanza,Hatchback,CNG,1197,2020,2020-06-22,6,Prime Broker,289,2022-01-13,0
POL10928,2025-11-04,2026-11-03,3742625,1,365,0.0,0,0,112278.75,Bhaderwah,Doda,JK06,Toyota,Fortuner,SUV,Diesel,2755,2025,2025-09-12,1,POSP,86,2023-04-24,0
POL10929,2025-12-21,2026-12-20,561568,1,365,0.0,0,0,16847.04,Jewel Chowk,Jammu,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2018,2019-08-17,8,Bancassurance,655,2025-06-04,0
POL10930,2025-07-12,2026-07-11,274082,1,365,30591.33,0,0,8222.46,Narwal,Jammu,JK02,Hyundai,Venue,SUV,Diesel,1197,2013,2013-08-12,13,POSP,96,2024-10-10,0
POL10931,2025-08-01,2026-07-31,1401226,1,365,0.0,0,0,42036.78,Arnia,Jammu,JK02,Mahindra,Thar,SUV,Diesel,2184,2024,2024-06-16,2,Prime Broker,361,2021-02-24,0
POL10932,2025-05-29,2026-05-28,581778,1,365,0.0,0,0,17453.34,Udhampur,Udhampur,JK14,Tata,Altroz,Hatchback,Petrol,1199,2023,2024-03-05,3,Prime Broker,403,2025-03-17,1
POL10932,2026-05-29,2027-05-28,581778,2,365,0.0,0,20,13962.67,Udhampur,Udhampur,JK14,Tata,Altroz,Hatchback,Petrol,1199,2023,2024-03-05,3,Prime Broker,403,2025-03-17,0
POL10933,2025-08-03,2026-08-02,497463,1,365,0.0,0,0,14923.89,Katra,Reasi,JK20,Hyundai,Creta,SUV,Petrol,1497,2017,2017-10-02,9,POSP,53,2023-11-10,0
POL10934,2025-04-29,2026-04-28,843334,1,365,99541.06,1,0,27830.02,Billawar,Kathua,JK04,Hyundai,Venue,SUV,Diesel,1197,2023,2023-06-06,3,Prime Broker,380,2020-04-27,1
POL10934,2026-04-29,2027-04-28,843334,2,365,0.0,0,0,25300.02,Billawar,Kathua,JK04,Hyundai,Venue,SUV,Diesel,1197,2023,2023-06-06,3,Prime Broker,380,2020-04-27,0
POL10935,2025-10-25,2026-10-24,621140,1,365,0.0,0,0,18634.2,Lakhanpur,Kathua,JK04,Maruti Suzuki,Swift,Hatchback,CNG,1197,2025,2025-08-27,1,Bancassurance,714,2023-10-19,0
POL10936,2024-12-01,2025-11-30,689157,1,365,0.0,0,0,20674.71,Bahu Plaza,Jammu,JK02,Hyundai,Venue,SUV,Petrol,1197,2022,2022-09-22,4,Prime Broker,350,2022-11-19,1
POL10936,2025-12-01,2026-11-30,689157,2,365,0.0,0,20,16539.77,Bahu Plaza,Jammu,JK02,Hyundai,Venue,SUV,Petrol,1197,2022,2022-09-22,4,Prime Broker,350,2022-11-19,0
POL10937,2022-08-01,2023-07-31,202985,1,365,0.0,0,0,6089.55,Marh,Jammu,JK02,Tata,Punch,SUV,Petrol,1199,2014,2014-07-01,12,Prime Broker,481,2018-08-23,1
POL10937,2023-08-01,2024-07-30,202985,2,365,0.0,1,20,5358.8,Marh,Jammu,JK02,Tata,Punch,SUV,Petrol,1199,2014,2014-07-01,12,Prime Broker,481,2018-08-23,1
POL10937,2024-07-31,2025-07-30,202985,3,365,0.0,0,0,6089.55,Marh,Jammu,JK02,Tata,Punch,SUV,Petrol,1199,2014,2014-07-01,12,Prime Broker,481,2018-08-23,1
POL10937,2025-07-31,2026-07-30,202985,4,365,0.0,1,20,5358.8,Marh,Jammu,JK02,Tata,Punch,SUV,Petrol,1199,2014,2014-07-01,12,Prime Broker,481,2018-08-23,0
POL10938,2024-12-04,2025-12-03,518745,1,365,0.0,1,0,17118.58,Marh,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,2023-06-09,4,POSP,91,2023-08-05,1
POL10938,2025-12-04,2026-12-03,518745,2,365,0.0,0,0,15562.35,Marh,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,2023-06-09,4,POSP,91,2023-08-05,0
POL10939,2025-01-15,2026-01-14,526306,1,365,0.0,0,0,15789.18,Channi Himmat,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023,2023-09-23,3,Prime Broker,407,2021-11-25,1
POL10939,2026-01-15,2027-01-14,526306,2,365,0.0,0,20,12631.34,Channi Himmat,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023,2023-09-23,3,Prime Broker,407,2021-11-25,0
POL10940,2025-12-01,2026-11-30,627360,1,365,0.0,0,0,18820.8,Gandhi Nagar,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2025,2025-11-18,1,Bancassurance,489,2021-09-21,0
POL10941,2025-09-12,2026-09-11,419792,1,365,0.0,0,0,12593.76,Talab Tillo,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2025-01-07,2,Prime Broker,221,2023-11-24,0
POL10942,2023-10-28,2024-10-26,170016,1,365,0.0,0,0,5100.48,Vijaypur,Samba,JK08,Maruti Suzuki,Swift,Hatchback,CNG,1197,2016,2016-06-10,10,Bancassurance,392,2022-10-25,1
POL10942,2024-10-27,2025-10-26,170016,2,365,14299.86,1,20,4488.42,Vijaypur,Samba,JK08,Maruti Suzuki,Swift,Hatchback,CNG,1197,2016,2016-06-10,10,Bancassurance,392,2022-10-25,1
POL10942,2025-10-27,2026-10-26,170016,3,365,0.0,0,0,5100.48,Vijaypur,Samba,JK08,Maruti Suzuki,Swift,Hatchback,CNG,1197,2016,2016-06-10,10,Bancassurance,392,2022-10-25,0
POL10943,2025-02-18,2026-02-17,422028,1,365,0.0,0,0,12660.84,Bahu Plaza,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2024-10-21,2,Prime Broker,279,2020-05-22,1
POL10943,2026-02-18,2027-02-17,422028,2,365,0.0,0,20,10128.67,Bahu Plaza,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2024-10-21,2,Prime Broker,279,2020-05-22,0
POL10944,2024-08-13,2025-08-12,713654,1,365,0.0,1,0,23550.58,Katra,Reasi,JK20,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,2024-02-12,3,Agency,131,2020-12-10,1
POL10944,2025-08-13,2026-08-12,713654,2,365,0.0,0,0,21409.62,Katra,Reasi,JK20,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,2024-02-12,3,Agency,131,2020-12-10,0
POL10945,2025-07-29,2026-07-28,1215264,1,365,0.0,0,0,36457.92,Kishtwar,Kishtwar,JK17,Kia,Seltos,SUV,Diesel,1497,2024,2024-04-20,2,POSP,66,2018-02-08,0
POL10946,2025-02-08,2026-02-07,690172,1,365,0.0,0,0,20705.16,R.S. Pura,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2023,2024-09-08,3,Prime Broker,547,2023-04-10,1
POL10946,2026-02-08,2027-02-07,690172,2,365,0.0,0,20,16564.13,R.S. Pura,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2023,2024-09-08,3,Prime Broker,547,2023-04-10,0
POL10947,2022-11-04,2023-11-03,516022,1,365,0.0,0,0,15480.66,Lakhanpur,Kathua,JK04,Kia,Sonet,SUV,Diesel,1197,2019,2020-01-18,7,Prime Broker,171,2021-01-12,1
POL10947,2023-11-04,2024-11-02,516022,2,365,0.0,0,20,12384.53,Lakhanpur,Kathua,JK04,Kia,Sonet,SUV,Diesel,1197,2019,2020-01-18,7,Prime Broker,171,2021-01-12,1
POL10947,2024-11-03,2025-11-02,516022,3,365,0.0,0,25,11610.49,Lakhanpur,Kathua,JK04,Kia,Sonet,SUV,Diesel,1197,2019,2020-01-18,7,Prime Broker,171,2021-01-12,1
POL10947,2025-11-03,2026-11-02,516022,4,365,50632.46,0,35,10062.43,Lakhanpur,Kathua,JK04,Kia,Sonet,SUV,Diesel,1197,2019,2020-01-18,7,Prime Broker,171,2021-01-12,0
POL10948,2024-03-14,2025-03-13,229590,1,365,0.0,0,0,6887.7,Poonch,Poonch,JK12,Maruti Suzuki,Brezza,SUV,CNG,1462,2016,2017-07-16,10,Bancassurance,644,2019-02-11,1
POL10948,2025-03-14,2026-03-13,229590,2,365,0.0,1,20,6061.18,Poonch,Poonch,JK12,Maruti Suzuki,Brezza,SUV,CNG,1462,2016,2017-07-16,10,Bancassurance,644,2019-02-11,1
POL10948,2026-03-14,2027-03-13,229590,3,365,0.0,0,0,6887.7,Poonch,Poonch,JK12,Maruti Suzuki,Brezza,SUV,CNG,1462,2016,2017-07-16,10,Bancassurance,644,2019-02-11,0
POL10949,2025-12-03,2026-12-02,350895,1,365,0.0,0,0,10526.85,Poonch,Poonch,JK12,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2023,2024-04-29,3,Prime Broker,537,2022-11-27,0
POL10950,2024-05-11,2025-05-10,533385,1,365,0.0,0,0,16001.55,Gandhi Nagar,Jammu,JK02,Mahindra,Thar,SUV,Diesel,2184,2019,2020-03-20,7,Prime Broker,443,2022-11-14,1
POL10950,2025-05-11,2026-05-10,533385,2,365,0.0,0,20,12801.24,Gandhi Nagar,Jammu,JK02,Mahindra,Thar,SUV,Diesel,2184,2019,2020-03-20,7,Prime Broker,443,2022-11-14,1
POL10950,2026-05-11,2027-05-10,533385,3,365,0.0,0,25,12001.16,Gandhi Nagar,Jammu,JK02,Mahindra,Thar,SUV,Diesel,2184,2019,2020-03-20,7,Prime Broker,443,2022-11-14,0
POL10951,2024-11-30,2025-11-29,947460,1,365,226009.74,0,0,28423.8,Gandhi Nagar,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2024,2024-11-07,2,Agency,170,2024-06-16,1
POL10951,2025-11-30,2026-11-29,947460,2,365,0.0,0,20,22739.04,Gandhi Nagar,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2024,2024-11-07,2,Agency,170,2024-06-16,0
POL10952,2019-12-18,2020-12-16,129964,1,365,0.0,0,0,3898.92,Katra,Reasi,JK20,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,2017-03-24,10,POSP,72,2018-03-05,1
POL10952,2020-12-17,2021-12-16,129964,2,365,7445.3,0,20,3119.14,Katra,Reasi,JK20,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,2017-03-24,10,POSP,72,2018-03-05,1
POL10952,2021-12-17,2022-12-16,129964,3,365,9407.3,0,25,2924.19,Katra,Reasi,JK20,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,2017-03-24,10,POSP,72,2018-03-05,1
POL10952,2022-12-17,2023-12-16,129964,4,365,0.0,0,35,2534.3,Katra,Reasi,JK20,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,2017-03-24,10,POSP,72,2018-03-05,1
POL10952,2023-12-17,2024-12-15,129964,5,365,0.0,0,45,2144.41,Katra,Reasi,JK20,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,2017-03-24,10,POSP,72,2018-03-05,1
POL10952,2024-12-16,2025-12-15,129964,6,365,0.0,0,50,1949.46,Katra,Reasi,JK20,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,2017-03-24,10,POSP,72,2018-03-05,1
POL10952,2025-12-16,2026-12-15,129964,7,365,0.0,0,50,1949.46,Katra,Reasi,JK20,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,2017-03-24,10,POSP,72,2018-03-05,0
POL10953,2024-11-20,2025-11-19,564340,1,365,0.0,0,0,16930.2,R.S. Pura,Jammu,JK02,Honda,Amaze,Sedan,Petrol,1199,2023,2024-04-29,3,POSP,96,2024-10-10,1
POL10953,2025-11-20,2026-11-19,564340,2,365,83318.21,0,20,13544.16,R.S. Pura,Jammu,JK02,Honda,Amaze,Sedan,Petrol,1199,2023,2024-04-29,3,POSP,96,2024-10-10,0
POL10954,2025-06-18,2026-06-17,345336,1,365,0.0,0,0,10360.08,Trikuta Nagar,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2017-04-04,9,Prime Broker,456,2021-01-04,1
POL10954,2026-06-18,2027-06-17,345336,2,365,0.0,0,20,8288.06,Trikuta Nagar,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2017-04-04,9,Prime Broker,456,2021-01-04,0
POL10955,2021-09-11,2022-09-10,462694,1,365,0.0,0,0,13880.82,R.S. Pura,Jammu,JK02,Honda,City,Sedan,Petrol,1498,2019,2020-01-29,7,POSP,88,2021-01-04,1
POL10955,2022-09-11,2023-09-10,462694,2,365,0.0,0,20,11104.66,R.S. Pura,Jammu,JK02,Honda,City,Sedan,Petrol,1498,2019,2020-01-29,7,POSP,88,2021-01-04,1
POL10955,2023-09-11,2024-09-09,462694,3,365,0.0,1,25,11451.68,R.S. Pura,Jammu,JK02,Honda,City,Sedan,Petrol,1498,2019,2020-01-29,7,POSP,88,2021-01-04,1
POL10955,2024-09-10,2025-09-09,462694,4,365,0.0,1,0,15268.9,R.S. Pura,Jammu,JK02,Honda,City,Sedan,Petrol,1498,2019,2020-01-29,7,POSP,88,2021-01-04,1
POL10955,2025-09-10,2026-09-09,462694,5,365,0.0,0,0,13880.82,R.S. Pura,Jammu,JK02,Honda,City,Sedan,Petrol,1498,2019,2020-01-29,7,POSP,88,2021-01-04,0
POL10956,2025-03-26,2026-03-25,421884,1,365,0.0,1,0,13922.17,Udhampur,Udhampur,JK14,Kia,Sonet,SUV,Diesel,1197,2018,2018-05-24,8,Agency,262,2024-02-10,1
POL10956,2026-03-26,2027-03-25,421884,2,365,0.0,0,0,12656.52,Udhampur,Udhampur,JK14,Kia,Sonet,SUV,Diesel,1197,2018,2018-05-24,8,Agency,262,2024-02-10,0
POL10957,2024-12-08,2025-12-07,1095818,1,365,332171.81,0,0,32874.54,Bishnah,Jammu,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2020,2020-04-07,6,Prime Broker,408,2024-08-28,1
POL10957,2025-12-08,2026-12-07,1095818,2,365,0.0,0,20,26299.63,Bishnah,Jammu,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2020,2020-04-07,6,Prime Broker,408,2024-08-28,0
POL10958,2025-07-15,2026-07-14,866922,1,365,639230.9,0,0,26007.66,Bishnah,Jammu,JK02,Kia,Carens,MPV,Petrol,1497,2022,2022-11-10,4,Prime Broker,599,2024-01-17,0
POL10959,2022-07-21,2023-07-20,227677,1,365,22691.28,0,0,6830.31,Bishnah,Jammu,JK02,Hyundai,i20,Hatchback,Petrol,1197,2020,2021-05-31,6,Prime Broker,346,2020-10-17,1
POL10959,2023-07-21,2024-07-19,227677,2,365,0.0,0,20,5464.25,Bishnah,Jammu,JK02,Hyundai,i20,Hatchback,Petrol,1197,2020,2021-05-31,6,Prime Broker,346,2020-10-17,1
POL10959,2024-07-20,2025-07-19,227677,3,365,32571.57,0,25,5122.73,Bishnah,Jammu,JK02,Hyundai,i20,Hatchback,Petrol,1197,2020,2021-05-31,6,Prime Broker,346,2020-10-17,1
POL10959,2025-07-20,2026-07-19,227677,4,365,38248.83,0,35,4439.7,Bishnah,Jammu,JK02,Hyundai,i20,Hatchback,Petrol,1197,2020,2021-05-31,6,Prime Broker,346,2020-10-17,0
POL10960,2025-03-28,2026-03-27,1035765,1,365,0.0,0,0,31072.95,Bari Brahmana,Samba,JK08,Kia,Sonet,SUV,Diesel,1197,2024,2025-02-04,2,Prime Broker,572,2024-02-02,1
POL10960,2026-03-28,2027-03-27,1035765,2,365,0.0,0,20,24858.36,Bari Brahmana,Samba,JK08,Kia,Sonet,SUV,Diesel,1197,2024,2025-02-04,2,Prime Broker,572,2024-02-02,0
POL10961,2025-09-29,2026-09-28,403988,1,365,37633.18,0,0,12119.64,Ramnagar,Udhampur,JK14,Tata,Tiago,Hatchback,Petrol,1199,2024,2024-06-15,2,Prime Broker,574,2020-01-11,0
POL10962,2024-06-12,2025-06-11,440072,1,365,0.0,0,0,13202.16,Satwari,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,2023-09-24,4,Agency,177,2024-03-21,1
POL10962,2025-06-12,2026-06-11,440072,2,365,0.0,0,20,10561.73,Satwari,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,2023-09-24,4,Agency,177,2024-03-21,1
POL10962,2026-06-12,2027-06-11,440072,3,365,0.0,0,25,9901.62,Satwari,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,2023-09-24,4,Agency,177,2024-03-21,0
POL10963,2025-12-11,2026-12-10,789538,1,365,0.0,0,0,23686.14,Satwari,Jammu,JK02,Tata,Nexon,SUV,Petrol,1199,2024,2025-07-18,2,Prime Broker,453,2021-09-18,0
POL10964,2025-04-27,2026-04-26,406575,1,365,0.0,0,0,12197.25,Satwari,Jammu,JK02,Hyundai,Creta,SUV,Petrol,1497,2017,2017-06-03,9,Prime Broker,443,2023-03-21,1
POL10964,2026-04-27,2027-04-26,406575,2,365,0.0,0,20,9757.8,Satwari,Jammu,JK02,Hyundai,Creta,SUV,Petrol,1497,2017,2017-06-03,9,Prime Broker,443,2023-03-21,0
POL10965,2025-12-21,2026-12-20,351102,1,365,0.0,0,0,10533.06,Jewel Chowk,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2025,2025-11-02,1,Prime Broker,480,2019-09-26,0
POL10966,2022-08-10,2023-08-09,355958,1,365,0.0,0,0,10678.74,Channi Himmat,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021,2022-02-26,5,Prime Broker,514,2020-06-13,1
POL10966,2023-08-10,2024-08-08,355958,2,365,0.0,0,20,8542.99,Channi Himmat,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2021,2022-02-26,5,Prime Broker,514,2020-06-13,1
