Vehicle_ID,Customer_ID,Registration_Number,RTO,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Manufacturing_Year,Vehicle_First_Registration_Date,Vehicle_Age,IDV
VEH10652,CUST10515,JK02QU1197,JK02,Renault,Kwid,Hatchback,Petrol,999,2025,2025-08-11,1,438994
VEH10653,CUST10516,JK02YP5102,JK02,Hyundai,Verna,Sedan,Petrol,1497,2023,2024-07-03,3,884147
VEH10654,CUST10517,JK20OG1262,JK20,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2017,2018-09-27,9,228325
VEH10655,CUST10518,JK20FL5734,JK20,Honda,Elevate,SUV,Petrol,1498,2012,2012-05-24,14,414166
VEH10656,CUST10519,JK02GI3227,JK02,Toyota,Glanza,Hatchback,CNG,1197,2022,2022-09-27,4,458012
VEH10657,CUST10520,JK02ZA5827,JK02,Honda,Amaze,Sedan,Petrol,1199,2025,2026-07-17,1,755843
VEH10658,CUST10521,JK02RY3894,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2017,2018-03-28,9,165119
VEH10659,CUST10522,JK04WB3832,JK04,Toyota,Innova Crysta,MPV,Diesel,2393,2024,2024-12-09,2,1370231
VEH10660,CUST10523,JK02DC2470,JK02,Tata,Harrier,SUV,Diesel,1956,2018,2019-03-18,8,906765
VEH10661,CUST10524,JK12BC1481,JK12,Honda,Amaze,Sedan,Petrol,1199,2019,2019-11-25,7,344387
VEH10662,CUST10525,JK02FV5236,JK02,Hyundai,i20,Hatchback,Petrol,1197,2023,2024-05-06,3,678038
VEH10663,CUST10526,JK02WH1412,JK02,Hyundai,Venue,SUV,Petrol,1197,2025,2025-06-12,1,921167
VEH10664,CUST10527,JK02ZI3439,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2023,2024-01-19,3,1130519
VEH10665,CUST10528,JK11YT3067,JK11,Hyundai,Venue,SUV,Diesel,1197,2017,2018-05-26,9,211193
VEH10666,CUST10528,JK11SK6752,JK11,Hyundai,Verna,Sedan,Petrol,1497,2014,2014-09-09,12,220077
VEH10667,CUST10528,JK11WW7697,JK11,Honda,Elevate,SUV,Petrol,1498,2016,2017-01-02,10,399074
VEH10668,CUST10528,JK11RP4402,JK11,Hyundai,Creta,SUV,Diesel,1497,2023,2023-03-10,3,997440
VEH10669,CUST10529,JK06DI5454,JK06,Renault,Kwid,Hatchback,Petrol,999,2017,2017-10-06,9,149517
VEH10670,CUST10530,JK08CU8091,JK08,Honda,City,Sedan,Petrol,1498,2016,2017-04-24,10,318563
VEH10671,CUST10531,JK04ZR5528,JK04,Kia,Seltos,SUV,Petrol,1497,2017,2018-01-11,9,363591
VEH10672,CUST10532,JK08OC3404,JK08,Tata,Punch,SUV,CNG,1199,2022,2023-01-05,4,433453
VEH10673,CUST10533,JK02NW3928,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2018,2019-02-05,8,221010
VEH10674,CUST10534,JK02WA2611,JK02,Hyundai,i20,Hatchback,Petrol,1197,2017,2017-02-21,9,278216
VEH10675,CUST10535,JK02CS5049,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,2016-09-15,10,128257
VEH10676,CUST10535,JK02LV4927,JK02,Tata,Harrier,SUV,Diesel,1956,2021,2022-01-17,5,755439
VEH10677,CUST10536,JK02ZF8319,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2021,2022-08-25,5,221019
VEH10678,CUST10536,JK02AA5879,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2014,2014-10-25,12,101516
VEH10679,CUST10536,JK02TP8645,JK02,Mahindra,XUV700,SUV,Petrol,1999,2018,2018-10-07,8,1092672
VEH10680,CUST10537,JK12TY1834,JK12,Toyota,Innova Hycross,MPV,Hybrid,1987,2018,2019-02-25,8,1236923
VEH10681,CUST10538,JK12XQ2262,JK12,Hyundai,i20,Hatchback,Petrol,1197,2024,2024-12-03,2,622343
VEH10682,CUST10539,JK02XO8268,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2021,2021-03-27,5,506957
VEH10683,CUST10540,JK02CK7991,JK02,Mahindra,XUV700,SUV,Diesel,1999,2025,2026-02-11,1,1805637
VEH10684,CUST10541,JK12GM2976,JK12,Maruti Suzuki,Brezza,SUV,Petrol,1462,2021,2021-12-05,5,467285
VEH10685,CUST10542,JK20XA5698,JK20,Tata,Nexon,SUV,Diesel,1199,2021,2022-09-01,5,534495
VEH10686,CUST10542,JK20AQ5803,JK20,Hyundai,Creta,SUV,Petrol,1497,2024,2024-09-25,2,856120
VEH10687,CUST10543,JK11UJ7265,JK11,Maruti Suzuki,Swift,Hatchback,CNG,1197,2021,2022-02-28,5,205222
VEH10688,CUST10543,JK11RJ8158,JK11,Hyundai,Verna,Sedan,Petrol,1497,2020,2020-11-29,6,427021
VEH10689,CUST10543,JK11TV5885,JK11,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017,2017-07-05,9,121517
VEH10690,CUST10544,JK02XE4471,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2019,2020-10-16,7,261191
VEH10691,CUST10545,JK02NF1167,JK02,Tata,Altroz,Hatchback,CNG,1199,2023,2023-09-29,3,447375
VEH10692,CUST10546,JK02BC2167,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,2023-12-12,4,519661
VEH10693,CUST10546,JK02GW6406,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2024-10-20,2,536672
VEH10694,CUST10547,JK08XK3547,JK08,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2021,2022-05-31,5,258901
VEH10695,CUST10548,JK02TX2821,JK02,Tata,Altroz,Hatchback,Diesel,1199,2024,2024-10-24,2,521305
VEH10696,CUST10549,JK02MC6935,JK02,Tata,Harrier,SUV,Diesel,1956,2023,2024-06-19,3,1658013
VEH10697,CUST10550,JK02DU8129,JK02,Mahindra,Scorpio-N,SUV,Diesel,2198,2018,2018-11-15,8,864532
VEH10698,CUST10551,JK08LA4335,JK08,Maruti Suzuki,Swift,Hatchback,CNG,1197,2025,2025-11-16,1,511249
VEH10699,CUST10552,JK02NQ4766,JK02,Mahindra,XUV700,SUV,Petrol,1999,2021,2022-03-22,5,1410316
VEH10700,CUST10552,JK02NU8246,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023,2023-07-31,3,608984
VEH10701,CUST10553,JK20EE5252,JK20,Maruti Suzuki,Swift,Hatchback,CNG,1197,2018,2019-04-18,8,167066
VEH10702,CUST10554,JK02ZL8022,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023,2023-12-15,3,495732
VEH10703,CUST10554,JK02YW4383,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2014,2015-01-29,12,237375
VEH10704,CUST10555,JK02FN9256,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2017,2018-04-28,9,191404
VEH10705,CUST10556,JK02PG1942,JK02,Honda,Amaze,Sedan,Petrol,1199,2019,2019-10-23,7,241263
VEH10706,CUST10557,JK02MP2373,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2013,2014-02-05,13,158734
VEH10707,CUST10558,JK02KB8760,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2021,2022-08-14,5,265246
VEH10708,CUST10559,JK12PW4952,JK12,Hyundai,Creta,SUV,Petrol,1497,2017,2017-11-23,9,420006
VEH10709,CUST10560,JK08LF1977,JK08,Hyundai,Venue,SUV,Diesel,1197,2019,2019-06-04,7,323321
VEH10710,CUST10561,JK04VQ9029,JK04,Maruti Suzuki,Brezza,SUV,CNG,1462,2022,2022-04-11,4,471709
VEH10711,CUST10562,JK02CG7621,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2020,2020-10-10,6,181934
VEH10712,CUST10563,JK02FW3935,JK02,Honda,City,Sedan,Petrol,1498,2024,2024-10-21,2,800240
VEH10713,CUST10563,JK02EK9117,JK02,Renault,Kiger,SUV,Petrol,999,2017,2017-10-20,9,316579
VEH10714,CUST10564,JK02XU2317,JK02,Hyundai,Creta,SUV,Diesel,1497,2022,2022-05-05,4,971122
VEH10715,CUST10565,JK02FK8517,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2025-03-04,2,447450
VEH10716,CUST10566,JK02UL4959,JK02,Hyundai,i20,Hatchback,Petrol,1197,2015,2015-05-11,11,222181
VEH10717,CUST10566,JK02GE6731,JK02,Hyundai,i20,Hatchback,Petrol,1197,2020,2021-08-04,6,250651
VEH10718,CUST10567,JK02DS9081,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2024-11-25,2,562577
VEH10719,CUST10568,JK02ZO8032,JK02,Tata,Altroz,Hatchback,Diesel,1199,2025,2026-02-22,1,686088
VEH10720,CUST10569,JK06WO5976,JK06,Kia,Sonet,SUV,Diesel,1197,2023,2023-12-25,3,947598
VEH10721,CUST10570,JK02LA9947,JK02,Tata,Nexon,SUV,Diesel,1199,2022,2022-09-24,4,679700
VEH10722,CUST10571,JK02OR2692,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2021,2021-04-12,5,248803
VEH10723,CUST10571,JK02UY4902,JK02,Mahindra,Thar,SUV,Petrol,2184,2020,2021-02-10,6,815934
VEH10724,CUST10572,JK04YG3839,JK04,Toyota,Fortuner,SUV,Diesel,2755,2025,2025-09-07,1,2695233
VEH10725,CUST10573,JK02IZ2859,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2020,2021-05-29,6,235016
VEH10726,CUST10574,JK02FK9262,JK02,Mahindra,Scorpio-N,SUV,Petrol,2198,2017,2018-08-31,9,571828
VEH10727,CUST10574,JK02FE5035,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2022,2022-10-23,4,664556
VEH10728,CUST10575,JK02DV5414,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2018,2018-11-29,8,256534
VEH10729,CUST10575,JK02KX3193,JK02,Kia,Carens,MPV,Diesel,1497,2013,2013-06-09,13,485495
VEH10730,CUST10576,JK02PH2074,JK02,Hyundai,i20,Hatchback,Petrol,1197,2015,2016-05-05,11,209006
VEH10731,CUST10577,JK02IZ2602,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2020,2020-10-27,6,480856
VEH10732,CUST10578,JK20SD7939,JK20,Hyundai,Venue,SUV,Petrol,1197,2016,2016-10-26,10,308351
VEH10733,CUST10579,JK12CX1416,JK12,Hyundai,Verna,Sedan,Petrol,1497,2015,2016-02-18,11,206933
VEH10734,CUST10580,JK02XI3251,JK02,Tata,Harrier,SUV,Diesel,1956,2023,2024-04-01,3,1072182
VEH10735,CUST10581,JK02JI5438,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024,2024-12-26,2,405624
VEH10736,CUST10582,JK14WM8552,JK14,Kia,Carens,MPV,Petrol,1497,2020,2021-03-20,6,848291
VEH10737,CUST10583,JK02DC9933,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2024,2025-05-01,2,693773
VEH10738,CUST10584,JK02EY1121,JK02,Kia,Carens,MPV,Petrol,1497,2023,2024-05-25,3,1403329
VEH10739,CUST10584,JK02VF4423,JK02,Hyundai,Verna,Sedan,Petrol,1497,2016,2017-01-14,10,292875
VEH10740,CUST10585,JK02EM9894,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2019,2019-08-07,7,1062329
VEH10741,CUST10586,JK08VO6253,JK08,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2019,2020-08-26,7,284836
VEH10742,CUST10586,JK08TG8901,JK08,Kia,Seltos,SUV,Diesel,1497,2024,2025-01-19,2,1311945
VEH10743,CUST10587,JK04TC7419,JK04,Toyota,Fortuner,SUV,Petrol,2755,2024,2024-06-07,2,2428932
VEH10744,CUST10587,JK04ES7647,JK04,Mahindra,Bolero,SUV,Diesel,1493,2024,2024-08-11,2,639147
VEH10745,CUST10588,JK20QC3777,JK20,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017,2017-05-23,9,239610
VEH10746,CUST10589,JK02PR7462,JK02,Tata,Nexon,SUV,Petrol,1199,2024,2025-01-04,2,903856
VEH10747,CUST10590,JK06VB6919,JK06,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,2022-11-02,4,413533
VEH10748,CUST10591,JK08BT2382,JK08,Mahindra,Bolero,SUV,Diesel,1493,2020,2020-07-23,6,346724
VEH10749,CUST10592,JK02CP7263,JK02,Kia,Seltos,SUV,Petrol,1497,2016,2017-07-04,10,527283
VEH10750,CUST10593,JK02IH2816,JK02,Hyundai,Creta,SUV,Diesel,1497,2014,2015-01-11,12,339275
VEH10751,CUST10594,JK08SS6799,JK08,Hyundai,Venue,SUV,Diesel,1197,2025,2026-02-04,1,749606
VEH10752,CUST10594,JK08CV3402,JK08,Maruti Suzuki,Brezza,SUV,Petrol,1462,2016,2017-02-17,10,278088
VEH10753,CUST10595,JK19HC8131,JK19,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023,2023-06-12,3,373070
VEH10754,CUST10596,JK02XF3927,JK02,Kia,Seltos,SUV,Diesel,1497,2022,2023-08-07,4,1199712
VEH10755,CUST10597,JK02KS5112,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2020,2020-04-12,6,1124446
VEH10756,CUST10597,JK02II9382,JK02,Kia,Sonet,SUV,Petrol,1197,2021,2021-09-13,5,440405
VEH10757,CUST10597,JK02BE4591,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022,2022-10-08,4,456094
VEH10758,CUST10598,JK11UU9208,JK11,Maruti Suzuki,Brezza,SUV,Petrol,1462,2017,2018-05-26,9,236031
VEH10759,CUST10599,JK02TJ3241,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,2023-02-22,4,264407
VEH10760,CUST10600,JK20BA1052,JK20,Hyundai,i20,Hatchback,Petrol,1197,2020,2020-10-06,6,338649
VEH10761,CUST10601,JK02KH6263,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2018,2018-10-17,8,227521
VEH10762,CUST10602,JK08BM7726,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2018,2018-12-27,8,295610
VEH10763,CUST10603,JK02CT6757,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2016,2017-01-08,10,264055
VEH10764,CUST10604,JK02OV2100,JK02,Mahindra,XUV700,SUV,Diesel,1999,2023,2023-07-06,3,2019735
VEH10765,CUST10604,JK02AB8418,JK02,Mahindra,Bolero,SUV,Diesel,1493,2022,2023-09-27,4,423489
VEH10766,CUST10605,JK02SQ7308,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2025,2025-11-08,1,354824
VEH10767,CUST10606,JK02LX9342,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023,2023-09-17,3,594375
VEH10768,CUST10607,JK04SX2970,JK04,Kia,Sonet,SUV,Diesel,1197,2021,2021-06-07,5,565121
VEH10769,CUST10608,JK02UP9386,JK02,Hyundai,i20,Hatchback,Petrol,1197,2022,2023-06-25,4,368586
VEH10770,CUST10608,JK02RV1764,JK02,Hyundai,i20,Hatchback,Petrol,1197,2022,2022-11-17,4,395844
VEH10771,CUST10609,JK02ZA6159,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2017-11-22,9,299810
VEH10772,CUST10610,JK02LG7923,JK02,Kia,Carens,MPV,Diesel,1497,2018,2018-09-11,8,406828
VEH10773,CUST10611,JK02TK3668,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2020,2021-07-01,6,316889
VEH10774,CUST10612,JK20VC9790,JK20,Mahindra,Bolero,SUV,Diesel,1493,2014,2015-05-18,12,229877
VEH10775,CUST10613,JK02UG2481,JK02,Renault,Kwid,Hatchback,Petrol,999,2022,2022-08-22,4,262548
VEH10776,CUST10614,JK02AS9774,JK02,Tata,Punch,SUV,Petrol,1199,2019,2019-12-22,7,308542
VEH10777,CUST10615,JK02SC6878,JK02,Renault,Triber,MPV,Petrol,999,2018,2019-06-01,8,262300
VEH10778,CUST10616,JK02VL1032,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023,2024-01-08,3,330143
VEH10779,CUST10617,JK02RG1889,JK02,Hyundai,i20,Hatchback,Petrol,1197,2019,2020-01-29,7,351976
VEH10780,CUST10618,JK02KJ5441,JK02,Hyundai,Creta,SUV,Petrol,1497,2019,2020-04-27,7,403182
VEH10781,CUST10619,JK02XR2526,JK02,Toyota,Innova Hycross,MPV,Petrol,1987,2023,2023-05-08,3,2238702
VEH10782,CUST10620,JK08KH8311,JK08,Tata,Punch,SUV,Petrol,1199,2016,2016-12-19,10,217840
VEH10783,CUST10621,JK08LK9662,JK08,Toyota,Innova Crysta,MPV,Diesel,2393,2024,2024-10-15,2,1781885
VEH10784,CUST10622,JK11RA3413,JK11,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2021,2022-05-11,5,368187
VEH10785,CUST10622,JK11CK1035,JK11,Tata,Altroz,Hatchback,CNG,1199,2022,2022-12-18,4,548693
VEH10786,CUST10623,JK02EM7421,JK02,Hyundai,Creta,SUV,Petrol,1497,2024,2025-05-31,2,1425206
VEH10787,CUST10623,JK02LQ3870,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2010,2011-06-16,16,136780
VEH10788,CUST10624,JK12QE5146,JK12,Maruti Suzuki,Brezza,SUV,Petrol,1462,2023,2024-05-27,3,519808
VEH10789,CUST10625,JK02VY3336,JK02,Mahindra,Thar,SUV,Diesel,2184,2023,2024-03-01,3,1277957
VEH10790,CUST10626,JK02YL5073,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2025,2026-06-27,1,605516
VEH10791,CUST10627,JK02GJ8354,JK02,Honda,City,Sedan,Petrol,1498,2025,2025-11-16,1,883503
VEH10792,CUST10627,JK02IJ4642,JK02,Kia,Carens,MPV,Petrol,1497,2019,2020-03-21,7,808776
VEH10793,CUST10628,JK02RZ7555,JK02,Mahindra,Thar,SUV,Petrol,2184,2017,2018-02-12,9,397389
VEH10794,CUST10628,JK02ZG7052,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2023,2024-07-10,3,562513
VEH10795,CUST10629,JK06JU9666,JK06,Maruti Suzuki,Swift,Hatchback,CNG,1197,2022,2022-12-08,4,422916
VEH10796,CUST10629,JK06ZW3853,JK06,Maruti Suzuki,Brezza,SUV,CNG,1462,2024,2024-04-13,2,637392
VEH10797,CUST10629,JK06OD7288,JK06,Maruti Suzuki,Brezza,SUV,CNG,1462,2022,2022-12-03,4,475654
VEH10798,CUST10630,JK02PT9981,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023,2024-04-03,3,496733
VEH10799,CUST10631,JK12LE8107,JK12,Hyundai,Verna,Sedan,Petrol,1497,2025,2025-06-18,1,723543
VEH10800,CUST10632,JK02XV2567,JK02,Toyota,Fortuner,SUV,Diesel,2755,2023,2024-01-22,3,2554370
VEH10801,CUST10633,JK02AB5874,JK02,Hyundai,Creta,SUV,Diesel,1497,2025,2026-07-19,1,895835
VEH10802,CUST10633,JK02TB5996,JK02,Kia,Carens,MPV,Diesel,1497,2018,2018-11-25,8,436906
VEH10803,CUST10633,JK02AN9121,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2023,2024-08-31,3,328589
VEH10804,CUST10633,JK02QV7287,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2023,2024-12-01,3,598944
VEH10805,CUST10634,JK02BE6518,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017,2017-09-24,9,217335
VEH10806,CUST10634,JK02QG7564,JK02,Tata,Nexon,SUV,Petrol,1199,2024,2025-08-02,2,1104449
VEH10807,CUST10635,JK14WC6971,JK14,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023,2023-11-26,3,500117
VEH10808,CUST10635,JK14OZ3505,JK14,Maruti Suzuki,Brezza,SUV,CNG,1462,2018,2019-10-18,8,400897
VEH10809,CUST10635,JK14GY9040,JK14,Kia,Sonet,SUV,Petrol,1197,2023,2024-05-16,3,543246
VEH10810,CUST10636,JK08WC1849,JK08,Hyundai,i20,Hatchback,Petrol,1197,2021,2022-07-01,5,269208
VEH10811,CUST10637,JK02FC3938,JK02,Renault,Kwid,Hatchback,Petrol,999,2012,2012-09-09,14,100988
VEH10812,CUST10638,JK02BH4012,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2017-12-24,9,296499
VEH10813,CUST10639,JK08LL9757,JK08,Mahindra,XUV700,SUV,Diesel,1999,2022,2022-07-18,4,1162655
VEH10814,CUST10640,JK02KB2168,JK02,Toyota,Glanza,Hatchback,CNG,1197,2017,2018-10-20,9,194128
VEH10815,CUST10640,JK02YE9818,JK02,Hyundai,Venue,SUV,Diesel,1197,2020,2020-08-07,6,405872
VEH10816,CUST10641,JK02OJ1023,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023,2023-11-03,3,397792
VEH10817,CUST10641,JK02GS7429,JK02,Toyota,Glanza,Hatchback,Petrol,1197,2019,2020-03-26,7,323544
VEH10818,CUST10641,JK02VA5670,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2025,2025-05-03,1,737130
VEH10819,CUST10642,JK02ZZ5073,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2020,2021-03-04,6,176712
VEH10820,CUST10642,JK02RP7449,JK02,Kia,Seltos,SUV,Petrol,1497,2018,2019-01-13,8,727087
VEH10821,CUST10643,JK20KY1344,JK20,Kia,Carens,MPV,Petrol,1497,2019,2019-09-24,7,768616
VEH10822,CUST10644,JK08CX5628,JK08,Tata,Altroz,Hatchback,Petrol,1199,2019,2020-04-03,7,391492
VEH10823,CUST10645,JK02FY8674,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2023,2023-10-03,3,1329374
VEH10824,CUST10646,JK02NZ8912,JK02,Hyundai,Creta,SUV,Petrol,1497,2010,2010-04-16,16,403126
VEH10825,CUST10647,JK02CV5622,JK02,Tata,Harrier,SUV,Diesel,1956,2016,2016-05-15,10,554366
VEH10826,CUST10648,JK02OO6618,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024,2024-10-11,2,326740
VEH10827,CUST10649,JK14ZU3603,JK14,Hyundai,i20,Hatchback,Petrol,1197,2024,2025-04-11,2,684424
VEH10828,CUST10650,JK02JH8868,JK02,Hyundai,i20,Hatchback,Petrol,1197,2018,2018-10-27,8,343551
VEH10829,CUST10651,JK02TH2203,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,2018-02-12,9,276252
VEH10830,CUST10652,JK12ZD7675,JK12,Hyundai,Verna,Sedan,Petrol,1497,2024,2025-04-14,2,642328
VEH10831,CUST10652,JK12DJ9759,JK12,Maruti Suzuki,Swift,Hatchback,CNG,1197,2023,2023-11-15,3,282179
VEH10832,CUST10653,JK20BY1849,JK20,Hyundai,Verna,Sedan,Petrol,1497,2022,2022-08-03,4,753031
VEH10833,CUST10654,JK02TX2437,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2020,2020-07-13,6,227582
VEH10834,CUST10654,JK02PZ1961,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2017,2017-05-05,9,709535
VEH10835,CUST10655,JK04EF8537,JK04,Tata,Altroz,Hatchback,CNG,1199,2018,2019-10-06,8,277283
VEH10836,CUST10656,JK02ZB9739,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,2022-11-20,4,455083
VEH10837,CUST10657,JK02VZ3245,JK02,Tata,Altroz,Hatchback,CNG,1199,2025,2026-03-05,1,635455
VEH10838,CUST10657,JK02FC1266,JK02,Mahindra,Thar,SUV,Diesel,2184,2020,2020-11-29,6,704141
VEH10839,CUST10658,JK02XV6409,JK02,Hyundai,i20,Hatchback,Petrol,1197,2022,2022-09-29,4,346999
VEH10840,CUST10659,JK02IK1197,JK02,Tata,Nexon,SUV,Petrol,1199,2024,2025-02-04,2,819708
VEH10841,CUST10660,JK02HW3527,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2018,2018-09-06,8,204834
VEH10842,CUST10661,JK02AJ4261,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2019,2019-06-12,7,228742
VEH10843,CUST10661,JK02IB9627,JK02,Hyundai,Creta,SUV,Petrol,1497,2022,2022-03-19,4,700847
VEH10844,CUST10662,JK02HO1927,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2019,2019-11-27,7,160357
VEH10845,CUST10663,JK08PI8540,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2024,2025-10-28,2,742337
VEH10846,CUST10664,JK02KF6408,JK02,Honda,Elevate,SUV,Petrol,1498,2022,2022-06-18,4,862753
VEH10847,CUST10664,JK02GR8536,JK02,Mahindra,XUV700,SUV,Diesel,1999,2022,2022-12-29,4,1141877
VEH10848,CUST10664,JK02ZS8766,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2017,2017-07-03,9,331880
VEH10849,CUST10665,JK02EP8085,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2021,2021-06-19,5,305758
VEH10850,CUST10665,JK02FZ7633,JK02,Kia,Seltos,SUV,Petrol,1497,2023,2023-10-20,3,1172932
VEH10851,CUST10666,JK02YX8539,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2022,2023-01-24,4,472010
VEH10852,CUST10667,JK02YE9764,JK02,Honda,Elevate,SUV,Petrol,1498,2016,2016-11-28,10,337468
VEH10853,CUST10668,JK02GZ2069,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2022,2022-07-06,4,332275
VEH10854,CUST10669,JK02RP9606,JK02,Renault,Kiger,SUV,Petrol,999,2024,2025-09-10,2,618998
VEH10855,CUST10670,JK02VR3078,JK02,Toyota,Fortuner,SUV,Petrol,2755,2015,2015-06-29,11,1346004
VEH10856,CUST10670,JK02BO4623,JK02,Mahindra,Bolero,SUV,Diesel,1493,2024,2024-08-11,2,663118
VEH10857,CUST10671,JK02ZS3466,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2015,2016-04-10,11,203618
VEH10858,CUST10672,JK02YK5894,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2018,2018-09-09,8,178046
VEH10859,CUST10673,JK02UI6131,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2024,2025-02-28,2,824313
VEH10860,CUST10674,JK02QU5874,JK02,Mahindra,Scorpio-N,SUV,Petrol,2198,2018,2018-08-01,8,843798
VEH10861,CUST10675,JK02EL3256,JK02,Mahindra,Bolero,SUV,Diesel,1493,2022,2022-09-04,4,424338
VEH10862,CUST10676,JK02EN6846,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2020,2020-12-07,6,486975
VEH10863,CUST10676,JK02GP4422,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2025,2026-04-11,1,928591
VEH10864,CUST10677,JK02VP2267,JK02,Tata,Altroz,Hatchback,Petrol,1199,2023,2024-07-22,3,636265
VEH10865,CUST10678,JK14AH4400,JK14,Toyota,Fortuner,SUV,Petrol,2755,2024,2025-03-05,2,3126380
VEH10866,CUST10679,JK02GJ3142,JK02,Mahindra,Bolero,SUV,Diesel,1493,2025,2026-10-13,1,889362
VEH10867,CUST10680,JK02OI5120,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2025,2026-03-06,1,492218
VEH10868,CUST10680,JK02DF9700,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2019,2019-10-16,7,707166
VEH10869,CUST10681,JK02TS2052,JK02,Hyundai,Verna,Sedan,Petrol,1497,2016,2016-11-28,10,253747
