Policy_Number,IMD_Code,RID,RED,IDV,Policy_Tenure,Total_Claim_Amount,Claim_Count,NCB,Premium,Customer_Area,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Vehicle_First_Registration_Date,Vehicle_Age,Channel_Type,Portfolio_Size,Renewed,Last_Remark,Previous_NCB,Previous_Claim_Count,Years_With_Channel,Premium_to_IDV_Ratio
POL10948,IMD10335,2025-03-14,2026-03-13,229590,2,0.0,1,20,6061.18,Poonch,Maruti Suzuki,Brezza,SUV,CNG,1462,2017-07-16,10,Bancassurance,644,1,Payment expected today,0.0,0.0,6,0.0264
POL10948,IMD10335,2026-03-14,2027-03-13,229590,3,0.0,0,0,6887.7,Poonch,Maruti Suzuki,Brezza,SUV,CNG,1462,2017-07-16,10,Bancassurance,644,0,Vehicle sold,20.0,1.0,7,0.03
POL10949,IMD10212,2025-12-03,2026-12-02,350895,1,0.0,0,0,10526.85,Poonch,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024-04-29,3,Prime Broker,537,0,Comparing with ICICI,0.0,0.0,3,0.03
POL10950,IMD10135,2024-05-11,2025-05-10,533385,1,0.0,0,0,16001.55,Gandhi Nagar,Mahindra,Thar,SUV,Diesel,2184,2020-03-20,7,Prime Broker,443,1,Long-term customer,0.0,0.0,2,0.03
POL10950,IMD10135,2025-05-11,2026-05-10,533385,2,0.0,0,20,12801.24,Gandhi Nagar,Mahindra,Thar,SUV,Diesel,2184,2020-03-20,7,Prime Broker,443,1,Customer satisfied,0.0,0.0,3,0.024
POL10950,IMD10135,2026-05-11,2027-05-10,533385,3,0.0,0,25,12001.16,Gandhi Nagar,Mahindra,Thar,SUV,Diesel,2184,2020-03-20,7,Prime Broker,443,0,Vehicle sold,20.0,0.0,4,0.0225
POL10951,IMD10432,2024-11-30,2025-11-29,947460,1,226009.74,0,0,28423.8,Gandhi Nagar,Mahindra,Bolero,SUV,Diesel,1493,2024-11-07,2,Agency,170,1,Waiting for payment,0.0,0.0,0,0.03
POL10951,IMD10432,2025-11-30,2026-11-29,947460,2,0.0,0,20,22739.04,Gandhi Nagar,Mahindra,Bolero,SUV,Diesel,1493,2024-11-07,2,Agency,170,0,Vehicle sold,0.0,0.0,1,0.024
POL10952,IMD10365,2019-12-18,2020-12-16,129964,1,0.0,0,0,3898.92,Katra,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2017-03-24,10,POSP,72,1,Long-term customer,0.0,0.0,1,0.03
POL10952,IMD10365,2020-12-17,2021-12-16,129964,2,7445.3,0,20,3119.14,Katra,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2017-03-24,10,POSP,72,1,Customer confirmed renewal,0.0,0.0,2,0.024
POL10952,IMD10365,2021-12-17,2022-12-16,129964,3,9407.3,0,25,2924.19,Katra,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2017-03-24,10,POSP,72,1,Long-term customer,20.0,0.0,3,0.0225
POL10952,IMD10365,2022-12-17,2023-12-16,129964,4,0.0,0,35,2534.3,Katra,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2017-03-24,10,POSP,72,1,Renewal in progress,25.0,0.0,4,0.0195
POL10952,IMD10365,2023-12-17,2024-12-15,129964,5,0.0,0,45,2144.41,Katra,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2017-03-24,10,POSP,72,1,Long-term customer,35.0,0.0,5,0.0165
POL10952,IMD10365,2024-12-16,2025-12-15,129964,6,0.0,0,50,1949.46,Katra,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2017-03-24,10,POSP,72,1,Renewal in progress,45.0,0.0,6,0.015
POL10952,IMD10365,2025-12-16,2026-12-15,129964,7,0.0,0,50,1949.46,Katra,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2017-03-24,10,POSP,72,0,Comparing competitor quotes,50.0,0.0,7,0.015
POL10953,IMD10080,2024-11-20,2025-11-19,564340,1,0.0,0,0,16930.2,R.S. Pura,Honda,Amaze,Sedan,Petrol,1199,2024-04-29,3,POSP,96,1,Long-term customer,0.0,0.0,0,0.03
POL10953,IMD10080,2025-11-20,2026-11-19,564340,2,83318.21,0,20,13544.16,R.S. Pura,Honda,Amaze,Sedan,Petrol,1199,2024-04-29,3,POSP,96,0,No response after follow-up,0.0,0.0,1,0.024
POL10954,IMD10014,2025-06-18,2026-06-17,345336,1,0.0,0,0,10360.08,Trikuta Nagar,Maruti Suzuki,Brezza,SUV,CNG,1462,2017-04-04,9,Prime Broker,456,1,Premium accepted,0.0,0.0,4,0.03
POL10954,IMD10014,2026-06-18,2027-06-17,345336,2,0.0,0,20,8288.06,Trikuta Nagar,Maruti Suzuki,Brezza,SUV,CNG,1462,2017-04-04,9,Prime Broker,456,0,Vehicle sold,0.0,0.0,5,0.024
POL10955,IMD10038,2021-09-11,2022-09-10,462694,1,0.0,0,0,13880.82,R.S. Pura,Honda,City,Sedan,Petrol,1498,2020-01-29,7,POSP,88,1,Customer confirmed renewal,0.0,0.0,0,0.03
POL10955,IMD10038,2022-09-11,2023-09-10,462694,2,0.0,0,20,11104.66,R.S. Pura,Honda,City,Sedan,Petrol,1498,2020-01-29,7,POSP,88,1,Long-term customer,0.0,0.0,1,0.024
POL10955,IMD10038,2023-09-11,2024-09-09,462694,3,0.0,1,25,11451.68,R.S. Pura,Honda,City,Sedan,Petrol,1498,2020-01-29,7,POSP,88,1,Documents shared,20.0,0.0,2,0.0248
POL10955,IMD10038,2024-09-10,2025-09-09,462694,4,0.0,1,0,15268.9,R.S. Pura,Honda,City,Sedan,Petrol,1498,2020-01-29,7,POSP,88,1,Customer confirmed renewal,25.0,1.0,3,0.033
POL10955,IMD10038,2025-09-10,2026-09-09,462694,5,0.0,0,0,13880.82,R.S. Pura,Honda,City,Sedan,Petrol,1498,2020-01-29,7,POSP,88,0,Comparing competitor quotes,0.0,1.0,4,0.03
POL10956,IMD10154,2025-03-26,2026-03-25,421884,1,0.0,1,0,13922.17,Udhampur,Kia,Sonet,SUV,Diesel,1197,2018-05-24,8,Agency,262,1,Customer confirmed renewal,0.0,0.0,1,0.033
POL10956,IMD10154,2026-03-26,2027-03-25,421884,2,0.0,0,0,12656.52,Udhampur,Kia,Sonet,SUV,Diesel,1197,2018-05-24,8,Agency,262,0,Renewed with competitor,0.0,1.0,2,0.03
POL10957,IMD10386,2024-12-08,2025-12-07,1095818,1,332171.81,0,0,32874.54,Bishnah,Toyota,Innova Crysta,MPV,Diesel,2393,2020-04-07,6,Prime Broker,408,1,Customer confirmed renewal,0.0,0.0,0,0.03
POL10957,IMD10386,2025-12-08,2026-12-07,1095818,2,0.0,0,20,26299.63,Bishnah,Toyota,Innova Crysta,MPV,Diesel,2393,2020-04-07,6,Prime Broker,408,0,Premium too high,0.0,0.0,1,0.024
POL10958,IMD10399,2025-07-15,2026-07-14,866922,1,639230.9,0,0,26007.66,Bishnah,Kia,Carens,MPV,Petrol,1497,2022-11-10,4,Prime Broker,599,0,Premium too high,0.0,0.0,1,0.03
POL10959,IMD10090,2022-07-21,2023-07-20,227677,1,22691.28,0,0,6830.31,Bishnah,Hyundai,i20,Hatchback,Petrol,1197,2021-05-31,6,Prime Broker,346,1,Customer confirmed renewal,0.0,0.0,2,0.03
POL10959,IMD10090,2023-07-21,2024-07-19,227677,2,0.0,0,20,5464.25,Bishnah,Hyundai,i20,Hatchback,Petrol,1197,2021-05-31,6,Prime Broker,346,1,Documents shared,0.0,0.0,3,0.024
POL10959,IMD10090,2024-07-20,2025-07-19,227677,3,32571.57,0,25,5122.73,Bishnah,Hyundai,i20,Hatchback,Petrol,1197,2021-05-31,6,Prime Broker,346,1,Customer satisfied,20.0,0.0,4,0.0225
POL10959,IMD10090,2025-07-20,2026-07-19,227677,4,38248.83,0,35,4439.7,Bishnah,Hyundai,i20,Hatchback,Petrol,1197,2021-05-31,6,Prime Broker,346,0,Premium too high,25.0,0.0,5,0.0195
POL10960,IMD10181,2025-03-28,2026-03-27,1035765,1,0.0,0,0,31072.95,Bari Brahmana,Kia,Sonet,SUV,Diesel,1197,2025-02-04,2,Prime Broker,572,1,Customer satisfied,0.0,0.0,1,0.03
POL10960,IMD10181,2026-03-28,2027-03-27,1035765,2,0.0,0,20,24858.36,Bari Brahmana,Kia,Sonet,SUV,Diesel,1197,2025-02-04,2,Prime Broker,572,0,Payment delayed,0.0,0.0,2,0.024
POL10961,IMD10032,2025-09-29,2026-09-28,403988,1,37633.18,0,0,12119.64,Ramnagar,Tata,Tiago,Hatchback,Petrol,1199,2024-06-15,2,Prime Broker,574,0,Customer not interested,0.0,0.0,5,0.03
POL10962,IMD10288,2024-06-12,2025-06-11,440072,1,0.0,0,0,13202.16,Satwari,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023-09-24,4,Agency,177,1,Long-term customer,0.0,0.0,0,0.03
POL10962,IMD10288,2025-06-12,2026-06-11,440072,2,0.0,0,20,10561.73,Satwari,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023-09-24,4,Agency,177,1,Customer satisfied,0.0,0.0,1,0.024
POL10962,IMD10288,2026-06-12,2027-06-11,440072,3,0.0,0,25,9901.62,Satwari,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023-09-24,4,Agency,177,0,Premium too high,20.0,0.0,2,0.0225
POL10963,IMD10192,2025-12-11,2026-12-10,789538,1,0.0,0,0,23686.14,Satwari,Tata,Nexon,SUV,Petrol,1199,2025-07-18,2,Prime Broker,453,0,Agent lost customer,0.0,0.0,4,0.03
POL10964,IMD10435,2025-04-27,2026-04-26,406575,1,0.0,0,0,12197.25,Satwari,Hyundai,Creta,SUV,Petrol,1497,2017-06-03,9,Prime Broker,443,1,Long-term customer,0.0,0.0,2,0.03
POL10964,IMD10435,2026-04-27,2027-04-26,406575,2,0.0,0,20,9757.8,Satwari,Hyundai,Creta,SUV,Petrol,1497,2017-06-03,9,Prime Broker,443,0,Vehicle sold,0.0,0.0,3,0.024
POL10965,IMD10492,2025-12-21,2026-12-20,351102,1,0.0,0,0,10533.06,Jewel Chowk,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2025-11-02,1,Prime Broker,480,0,Agent lost customer,0.0,0.0,6,0.03
POL10966,IMD10314,2022-08-10,2023-08-09,355958,1,0.0,0,0,10678.74,Channi Himmat,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022-02-26,5,Prime Broker,514,1,Long-term customer,0.0,0.0,2,0.03
POL10966,IMD10314,2023-08-10,2024-08-08,355958,2,0.0,0,20,8542.99,Channi Himmat,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022-02-26,5,Prime Broker,514,1,Payment expected today,0.0,0.0,3,0.024
POL10966,IMD10314,2024-08-09,2025-08-08,355958,3,47557.9,0,25,8009.06,Channi Himmat,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022-02-26,5,Prime Broker,514,1,Waiting for payment,20.0,0.0,4,0.0225
POL10966,IMD10314,2025-08-09,2026-08-08,355958,4,0.0,0,35,6941.18,Channi Himmat,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022-02-26,5,Prime Broker,514,0,Agent lost customer,25.0,0.0,5,0.0195
POL10967,IMD10420,2025-10-26,2026-10-25,569214,1,189247.09,0,0,17076.42,Jewel Chowk,Renault,Triber,MPV,Petrol,999,2023-06-14,3,Prime Broker,480,0,No response after follow-up,0.0,0.0,3,0.03
POL10968,IMD10405,2025-06-10,2026-06-09,1196134,1,0.0,0,0,35884.02,Jewel Chowk,Toyota,Fortuner,SUV,Diesel,2755,2010-07-21,16,Bancassurance,586,1,Customer confirmed renewal,0.0,0.0,8,0.03
POL10968,IMD10405,2026-06-10,2027-06-09,1196134,2,363743.65,0,20,28707.22,Jewel Chowk,Toyota,Fortuner,SUV,Diesel,2755,2010-07-21,16,Bancassurance,586,0,Premium too high,0.0,0.0,9,0.024
POL10969,IMD10218,2025-05-21,2026-05-20,991728,1,67294.92,0,0,29751.84,Bari Brahmana,Hyundai,Creta,SUV,Petrol,1497,2024-10-13,2,Prime Broker,379,1,Renewal in progress,0.0,0.0,1,0.03
POL10969,IMD10218,2026-05-21,2027-05-20,991728,2,117536.86,0,20,23801.47,Bari Brahmana,Hyundai,Creta,SUV,Petrol,1497,2024-10-13,2,Prime Broker,379,0,Customer not interested,0.0,0.0,2,0.024
POL10970,IMD10120,2023-08-17,2024-08-15,142976,1,0.0,0,0,4289.28,Akhnoor,Maruti Suzuki,Swift,Hatchback,CNG,1197,2019-02-03,8,Prime Broker,501,1,Waiting for payment,0.0,0.0,4,0.03
POL10970,IMD10120,2024-08-16,2025-08-15,142976,2,0.0,0,20,3431.42,Akhnoor,Maruti Suzuki,Swift,Hatchback,CNG,1197,2019-02-03,8,Prime Broker,501,1,Renewal in progress,0.0,0.0,5,0.024
POL10970,IMD10120,2025-08-16,2026-08-15,142976,3,0.0,0,25,3216.96,Akhnoor,Maruti Suzuki,Swift,Hatchback,CNG,1197,2019-02-03,8,Prime Broker,501,0,Claim experience poor,20.0,0.0,6,0.0225
POL10971,IMD10386,2025-12-15,2026-12-14,601352,1,0.0,0,0,18040.56,Akhnoor,Renault,Kiger,SUV,Petrol,999,2025-08-19,2,Prime Broker,408,0,Claim experience poor,0.0,0.0,1,0.03
POL10972,IMD10000,2024-10-06,2025-10-05,232165,1,0.0,0,0,6964.95,Gandhi Nagar,Maruti Suzuki,Brezza,SUV,Petrol,1462,2016-10-09,11,Prime Broker,221,1,Payment expected today,0.0,0.0,1,0.03
POL10972,IMD10000,2025-10-06,2026-10-05,232165,2,0.0,0,20,5571.96,Gandhi Nagar,Maruti Suzuki,Brezza,SUV,Petrol,1462,2016-10-09,11,Prime Broker,221,0,Agent lost customer,0.0,0.0,2,0.024
POL10973,IMD10075,2022-08-26,2023-08-25,660645,1,0.0,3,0,25765.15,Janipur,Hyundai,Verna,Sedan,Petrol,1497,2020-05-28,6,POSP,35,1,Waiting for payment,0.0,0.0,0,0.039
POL10973,IMD10075,2023-08-26,2024-08-24,660645,2,0.0,0,0,19819.35,Janipur,Hyundai,Verna,Sedan,Petrol,1497,2020-05-28,6,POSP,35,1,Premium accepted,0.0,3.0,1,0.03
POL10973,IMD10075,2024-08-25,2025-08-24,660645,3,0.0,0,20,15855.48,Janipur,Hyundai,Verna,Sedan,Petrol,1497,2020-05-28,6,POSP,35,1,Payment expected today,0.0,0.0,2,0.024
POL10973,IMD10075,2025-08-25,2026-08-24,660645,4,0.0,0,25,14864.51,Janipur,Hyundai,Verna,Sedan,Petrol,1497,2020-05-28,6,POSP,35,0,Comparing competitor quotes,20.0,0.0,3,0.0225
POL10974,IMD10374,2025-11-04,2026-11-03,798201,1,0.0,0,0,23946.03,Trikuta Nagar,Tata,Nexon,SUV,Diesel,1199,2025-01-04,2,Prime Broker,489,0,No response after follow-up,0.0,0.0,3,0.03
POL10975,IMD10000,2025-12-31,2026-12-30,598148,1,0.0,0,0,17944.44,Bahu Plaza,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2026-05-31,1,Prime Broker,221,0,Renewed with competitor,0.0,0.0,2,0.03
POL10976,IMD10259,2025-11-28,2026-11-27,280845,1,0.0,1,0,9267.89,Bahu Plaza,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2025-04-24,2,Prime Broker,204,0,Payment delayed,0.0,0.0,9,0.033
POL10977,IMD10392,2025-04-16,2026-04-15,437823,1,37696.64,0,0,13134.69,Ghagwal,Maruti Suzuki,Brezza,SUV,CNG,1462,2021-09-02,6,Agency,135,1,Customer confirmed renewal,0.0,0.0,3,0.03
POL10977,IMD10392,2026-04-16,2027-04-15,437823,2,0.0,0,20,10507.75,Ghagwal,Maruti Suzuki,Brezza,SUV,CNG,1462,2021-09-02,6,Agency,135,0,Payment delayed,0.0,0.0,4,0.024
POL10978,IMD10300,2024-06-09,2025-06-08,206713,1,0.0,2,0,7441.67,Banihal,Toyota,Glanza,Hatchback,CNG,1197,2012-03-06,14,Prime Broker,214,1,Long-term customer,0.0,0.0,0,0.036
POL10978,IMD10300,2025-06-09,2026-06-08,206713,2,29826.13,0,0,6201.39,Banihal,Toyota,Glanza,Hatchback,CNG,1197,2012-03-06,14,Prime Broker,214,1,Waiting for payment,0.0,2.0,1,0.03
POL10978,IMD10300,2026-06-09,2027-06-08,206713,3,0.0,0,20,4961.11,Banihal,Toyota,Glanza,Hatchback,CNG,1197,2012-03-06,14,Prime Broker,214,0,Renewed with competitor,0.0,0.0,2,0.024
POL10979,IMD10073,2024-04-06,2025-04-05,654202,1,0.0,0,0,19626.06,Jewel Chowk,Honda,Amaze,Sedan,Petrol,1199,2023-06-30,3,Agency,200,1,Customer confirmed renewal,0.0,0.0,2,0.03
POL10979,IMD10073,2025-04-06,2026-04-05,654202,2,84197.08,0,20,15700.85,Jewel Chowk,Honda,Amaze,Sedan,Petrol,1199,2023-06-30,3,Agency,200,1,Customer satisfied,0.0,0.0,3,0.024
POL10979,IMD10073,2026-04-06,2027-04-05,654202,3,221587.26,0,25,14719.54,Jewel Chowk,Honda,Amaze,Sedan,Petrol,1199,2023-06-30,3,Agency,200,0,Comparing competitor quotes,20.0,0.0,4,0.0225
POL10980,IMD10120,2025-10-02,2026-10-01,779731,1,0.0,0,0,23391.93,R.S. Pura,Hyundai,Verna,Sedan,Petrol,1497,2022-07-23,4,Prime Broker,501,0,Claim experience poor,0.0,0.0,6,0.03
POL10981,IMD10309,2025-04-11,2026-04-10,355510,1,52617.27,0,0,10665.3,Arnia,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2024-10-11,2,Prime Broker,514,1,Documents shared,0.0,0.0,5,0.03
POL10981,IMD10309,2026-04-11,2027-04-10,355510,2,0.0,0,20,8532.24,Arnia,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2024-10-11,2,Prime Broker,514,0,Comparing with ICICI,0.0,0.0,6,0.024
POL10982,IMD10249,2025-12-31,2026-12-30,1040162,1,0.0,1,0,34325.35,Shastri Nagar,Kia,Carens,MPV,Diesel,1497,2026-06-25,1,Prime Broker,361,0,Premium too high,0.0,0.0,4,0.033
POL10983,IMD10056,2025-08-17,2026-08-16,218287,1,0.0,0,0,6548.61,Channi Himmat,Renault,Kwid,Hatchback,Petrol,999,2022-11-18,4,Prime Broker,468,0,Payment delayed,0.0,0.0,3,0.03
POL10984,IMD10178,2025-03-19,2026-03-18,1699342,1,860447.55,0,0,50980.26,Jewel Chowk,Kia,Seltos,SUV,Petrol,1497,2025-01-28,2,Prime Broker,407,1,Customer satisfied,0.0,0.0,0,0.03
POL10984,IMD10178,2026-03-19,2027-03-18,1699342,2,0.0,0,20,40784.21,Jewel Chowk,Kia,Seltos,SUV,Petrol,1497,2025-01-28,2,Prime Broker,407,0,Premium too high,0.0,0.0,1,0.024
POL10985,IMD10426,2025-11-01,2026-10-31,626596,1,64328.51,0,0,18797.88,Ghagwal,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2025-05-22,1,Prime Broker,428,0,Agent lost customer,0.0,0.0,1,0.03
POL10986,IMD10436,2025-11-06,2026-11-05,112959,1,0.0,1,0,3727.65,Shastri Nagar,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2014-07-07,12,Dealer,182,0,Claim experience poor,0.0,0.0,0,0.033
POL10987,IMD10290,2023-12-31,2024-12-29,921037,1,318695.05,0,0,27631.11,Hiranagar,Mahindra,XUV700,SUV,Diesel,1999,2020-09-05,6,Dealer,75,1,Long-term customer,0.0,0.0,4,0.03
POL10987,IMD10290,2024-12-30,2025-12-29,921037,2,0.0,0,20,22104.89,Hiranagar,Mahindra,XUV700,SUV,Diesel,1999,2020-09-05,6,Dealer,75,1,Documents shared,0.0,0.0,5,0.024
POL10987,IMD10290,2025-12-30,2026-12-29,921037,3,0.0,0,25,20723.33,Hiranagar,Mahindra,XUV700,SUV,Diesel,1999,2020-09-05,6,Dealer,75,0,Customer not interested,20.0,0.0,6,0.0225
POL10988,IMD10295,2021-02-21,2022-02-20,300110,1,0.0,0,0,9003.3,Bari Brahmana,Honda,Amaze,Sedan,Petrol,1199,2020-12-18,6,Prime Broker,157,1,Waiting for payment,0.0,0.0,1,0.03
POL10988,IMD10295,2022-02-21,2023-02-20,300110,2,0.0,0,20,7202.64,Bari Brahmana,Honda,Amaze,Sedan,Petrol,1199,2020-12-18,6,Prime Broker,157,1,Documents shared,0.0,0.0,2,0.024
POL10988,IMD10295,2023-02-21,2024-02-20,300110,3,0.0,0,25,6752.47,Bari Brahmana,Honda,Amaze,Sedan,Petrol,1199,2020-12-18,6,Prime Broker,157,1,Waiting for payment,20.0,0.0,3,0.0225
POL10988,IMD10295,2024-02-21,2025-02-19,300110,4,30901.41,2,35,7022.57,Bari Brahmana,Honda,Amaze,Sedan,Petrol,1199,2020-12-18,6,Prime Broker,157,1,Premium accepted,25.0,0.0,4,0.0234
POL10988,IMD10295,2025-02-20,2026-02-19,300110,5,0.0,0,0,9003.3,Bari Brahmana,Honda,Amaze,Sedan,Petrol,1199,2020-12-18,6,Prime Broker,157,1,Waiting for payment,35.0,2.0,5,0.03
POL10988,IMD10295,2026-02-20,2027-02-19,300110,6,0.0,0,20,7202.64,Bari Brahmana,Honda,Amaze,Sedan,Petrol,1199,2020-12-18,6,Prime Broker,157,0,Vehicle sold,0.0,0.0,6,0.024
POL10989,IMD10030,2025-07-02,2026-07-01,110118,1,9624.96,0,0,3303.54,Kishtwar,Maruti Suzuki,Swift,Hatchback,CNG,1197,2016-04-13,11,POSP,33,0,Claim experience poor,0.0,0.0,0,0.03
POL10990,IMD10264,2020-02-10,2021-02-08,254840,1,0.0,1,0,8409.72,Kishtwar,Tata,Punch,SUV,CNG,1199,2015-01-05,12,POSP,90,1,Customer satisfied,0.0,0.0,1,0.033
POL10990,IMD10264,2021-02-09,2022-02-08,254840,2,0.0,0,0,7645.2,Kishtwar,Tata,Punch,SUV,CNG,1199,2015-01-05,12,POSP,90,1,Customer confirmed renewal,0.0,1.0,2,0.03
POL10990,IMD10264,2022-02-09,2023-02-08,254840,3,25112.8,0,20,6116.16,Kishtwar,Tata,Punch,SUV,CNG,1199,2015-01-05,12,POSP,90,1,Long-term customer,0.0,0.0,3,0.024
POL10990,IMD10264,2023-02-09,2024-02-08,254840,4,0.0,0,25,5733.9,Kishtwar,Tata,Punch,SUV,CNG,1199,2015-01-05,12,POSP,90,1,Payment expected today,20.0,0.0,4,0.0225
POL10990,IMD10264,2024-02-09,2025-02-07,254840,5,0.0,0,35,4969.38,Kishtwar,Tata,Punch,SUV,CNG,1199,2015-01-05,12,POSP,90,1,Waiting for payment,25.0,0.0,5,0.0195
POL10990,IMD10264,2025-02-08,2026-02-07,254840,6,0.0,0,45,4204.86,Kishtwar,Tata,Punch,SUV,CNG,1199,2015-01-05,12,POSP,90,1,Customer satisfied,35.0,0.0,6,0.0165
POL10990,IMD10264,2026-02-08,2027-02-07,254840,7,0.0,0,50,3822.6,Kishtwar,Tata,Punch,SUV,CNG,1199,2015-01-05,12,POSP,90,0,Premium too high,45.0,0.0,7,0.015
POL10991,IMD10101,2023-06-21,2024-06-19,533118,1,0.0,1,0,17592.89,Bahu Plaza,Mahindra,Scorpio Classic,SUV,Diesel,2184,2019-10-19,7,POSP,89,1,Waiting for payment,0.0,0.0,4,0.033
POL10991,IMD10101,2024-06-20,2025-06-19,533118,2,0.0,0,0,15993.54,Bahu Plaza,Mahindra,Scorpio Classic,SUV,Diesel,2184,2019-10-19,7,POSP,89,1,Long-term customer,0.0,1.0,5,0.03
POL10991,IMD10101,2025-06-20,2026-06-19,533118,3,0.0,0,20,12794.83,Bahu Plaza,Mahindra,Scorpio Classic,SUV,Diesel,2184,2019-10-19,7,POSP,89,1,Payment expected today,0.0,0.0,6,0.024
POL10991,IMD10101,2026-06-20,2027-06-19,533118,4,0.0,1,25,13194.67,Bahu Plaza,Mahindra,Scorpio Classic,SUV,Diesel,2184,2019-10-19,7,POSP,89,0,Vehicle sold,20.0,0.0,7,0.0247
POL10992,IMD10222,2024-09-28,2025-09-27,465101,1,0.0,0,0,13953.03,Gandhi Nagar,Hyundai,Creta,SUV,Diesel,1497,2020-01-12,7,Dealer,164,1,Waiting for payment,0.0,0.0,1,0.03
POL10992,IMD10222,2025-09-28,2026-09-27,465101,2,47971.68,0,20,11162.42,Gandhi Nagar,Hyundai,Creta,SUV,Diesel,1497,2020-01-12,7,Dealer,164,0,Comparing with ICICI,0.0,0.0,2,0.024
POL10993,IMD10079,2023-05-27,2024-05-25,482943,1,0.0,0,0,14488.29,Gandhi Nagar,Toyota,Glanza,Hatchback,CNG,1197,2021-12-23,5,Dealer,158,1,Long-term customer,0.0,0.0,4,0.03
POL10993,IMD10079,2024-05-26,2025-05-25,482943,2,0.0,0,20,11590.63,Gandhi Nagar,Toyota,Glanza,Hatchback,CNG,1197,2021-12-23,5,Dealer,158,1,Waiting for payment,0.0,0.0,5,0.024
POL10993,IMD10079,2025-05-26,2026-05-25,482943,3,0.0,0,25,10866.22,Gandhi Nagar,Toyota,Glanza,Hatchback,CNG,1197,2021-12-23,5,Dealer,158,1,Documents shared,20.0,0.0,6,0.0225
POL10993,IMD10079,2026-05-26,2027-05-25,482943,4,0.0,0,35,9417.39,Gandhi Nagar,Toyota,Glanza,Hatchback,CNG,1197,2021-12-23,5,Dealer,158,0,Vehicle sold,25.0,0.0,7,0.0195
POL10994,IMD10435,2023-12-20,2024-12-18,318444,1,0.0,0,0,9553.32,Gandhi Nagar,Mahindra,Bolero,SUV,Diesel,1493,2018-07-31,9,Prime Broker,443,1,Customer confirmed renewal,0.0,0.0,0,0.03
POL10994,IMD10435,2024-12-19,2025-12-18,318444,2,0.0,0,20,7642.66,Gandhi Nagar,Mahindra,Bolero,SUV,Diesel,1493,2018-07-31,9,Prime Broker,443,1,Premium accepted,0.0,0.0,1,0.024
POL10994,IMD10435,2025-12-19,2026-12-18,318444,3,0.0,0,25,7164.99,Gandhi Nagar,Mahindra,Bolero,SUV,Diesel,1493,2018-07-31,9,Prime Broker,443,0,Comparing with ICICI,20.0,0.0,2,0.0225
POL10995,IMD10056,2025-04-21,2026-04-20,502296,1,0.0,0,0,15068.88,Jewel Chowk,Toyota,Glanza,Hatchback,Petrol,1197,2022-11-15,4,Prime Broker,468,1,Renewal in progress,0.0,0.0,3,0.03
POL10995,IMD10056,2026-04-21,2027-04-20,502296,2,0.0,0,20,12055.1,Jewel Chowk,Toyota,Glanza,Hatchback,Petrol,1197,2022-11-15,4,Prime Broker,468,0,Premium too high,0.0,0.0,4,0.024
POL10996,IMD10420,2023-07-09,2024-07-07,334006,1,0.0,0,0,10020.18,Trikuta Nagar,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023-03-19,4,Prime Broker,480,1,Long-term customer,0.0,0.0,1,0.03
POL10996,IMD10420,2024-07-08,2025-07-07,334006,2,0.0,1,20,8817.76,Trikuta Nagar,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023-03-19,4,Prime Broker,480,1,Renewal in progress,0.0,0.0,2,0.0264
POL10996,IMD10420,2025-07-08,2026-07-07,334006,3,45006.14,0,0,10020.18,Trikuta Nagar,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023-03-19,4,Prime Broker,480,0,Comparing competitor quotes,20.0,1.0,3,0.03
POL10997,IMD10219,2025-08-11,2026-08-10,654934,1,0.0,0,0,19648.02,Rajouri,Tata,Punch,SUV,Petrol,1199,2024-03-15,3,Bancassurance,382,0,Claim experience poor,0.0,0.0,0,0.03
POL10998,IMD10435,2023-06-28,2024-06-26,213514,1,0.0,0,0,6405.42,Bahu Plaza,Hyundai,i20,Hatchback,Petrol,1197,2016-03-15,10,Prime Broker,443,1,Documents shared,0.0,0.0,0,0.03
